survey_week,beach_section_initials,beach,species,species_type,total
2016-05-09,SAN,NORTH,SNPL,Shorebird,50
2016-05-09,SHN,NORTH,LBCU,Shorebird,25
2016-05-09,SHN,NORTH,SNPL,Shorebird,4
2016-05-09,SHS,NORTH,SNPL,Shorebird,8
2016-05-09,SNO,SOUTH,BBPL,Shorebird,2
2016-05-09,SNO,SOUTH,SAND,Shorebird,780
2016-05-09,SNO,SOUTH,SNPL,Shorebird,36
2016-05-09,SSO,SOUTH,SAND,Shorebird,100
2016-05-09,SSO,SOUTH,SNPL,Shorebird,29
2016-05-09,WAL,SOUTH,BBPL,Shorebird,2
2016-05-09,WAL,SOUTH,SAND,Shorebird,230
2016-05-09,WAL,SOUTH,SEPL,Shorebird,2
2016-05-09,WAL,SOUTH,SNPL,Shorebird,27
2015-06-01,MIN,NORTH,CAGU,Gull,51
2015-06-01,MIN,NORTH,LBCU,Shorebird,5
2015-06-01,MIN,NORTH,WEGU,Gull,40
2015-06-01,PCO,PURISIMA,SNPL,Shorebird,3
2015-06-01,PNO,PURISIMA,BBPL,Shorebird,1
2015-06-01,PNO,PURISIMA,CAGU,Gull,5
2015-06-01,PNO,PURISIMA,SNPL,Shorebird,6
2015-06-01,PNO,PURISIMA,WILL,Shorebird,8
2015-06-01,SAN,NORTH,BBPL,Shorebird,13
2015-06-01,SAN,NORTH,CAGU,Gull,28
2015-06-01,SAN,NORTH,HEEG,Gull,1
2015-06-01,SAN,NORTH,SAND,Shorebird,41
2015-06-01,SAN,NORTH,SNPL,Shorebird,56
2015-06-01,SAN,NORTH,WEGU,Gull,6
2015-06-01,SHN,NORTH,CAGU,Gull,32
2015-06-01,SHN,NORTH,LBCU,Shorebird,4
2015-06-01,SHN,NORTH,SNPL,Shorebird,1
2015-06-01,SHN,NORTH,WEGU,Gull,4
2015-06-01,SHS,NORTH,CAGU,Gull,33
2015-06-01,SHS,NORTH,HEEG,Gull,10
2015-06-01,SHS,NORTH,NOHA,Raptor,1
2015-06-01,SHS,NORTH,SNPL,Shorebird,17
2015-06-01,SHS,NORTH,WEGU,Gull,16
2015-06-01,SNO,SOUTH,CAGU,Gull,3
2015-06-01,SNO,SOUTH,KILL,Shorebird,2
2015-06-01,SNO,SOUTH,SNPL,Shorebird,69
2015-06-01,SSO,SOUTH,SNPL,Shorebird,49
2015-06-01,WAL,SOUTH,BBPL,Shorebird,1
2015-06-01,WAL,SOUTH,CAGU,Gull,126
2015-06-01,WAL,SOUTH,CATE,Tern,1
2015-06-01,WAL,SOUTH,GLGU,Gull,3
2015-06-01,WAL,SOUTH,HEEG,Gull,2
2015-06-01,WAL,SOUTH,SAND,Shorebird,29
2015-06-01,WAL,SOUTH,SNPL,Shorebird,57
2015-06-01,WAL,SOUTH,WEGU,Gull,17
2015-06-01,WAL,SOUTH,WHIM,Shorebird,8
2013-06-10,MIN,NORTH,CAGU,Gull,1
2013-06-10,PNO,PURISIMA,SNPL,Shorebird,10
2013-06-10,SAN,NORTH,CAGU,Gull,12
2013-06-10,SAN,NORTH,LBCU,Shorebird,2
2013-06-10,SAN,NORTH,PEFA,Raptor,1
2013-06-10,SAN,NORTH,SNPL,Shorebird,64
2013-06-10,SHN,NORTH,SNPL,Shorebird,10
2013-06-10,SHS,NORTH,SNPL,Shorebird,5
2013-06-10,SNO,SOUTH,CAGU,Gull,2
2013-06-10,SNO,SOUTH,SNPL,Shorebird,56
2013-06-10,SSO,SOUTH,CAGU,Gull,6
2013-06-10,SSO,SOUTH,SNPL,Shorebird,37
2013-06-10,WAL,SOUTH,CAGU,Gull,5
2013-06-10,WAL,SOUTH,SNPL,Shorebird,60
2013-06-10,WAL,SOUTH,WEGU,Gull,3
2012-06-11,MIN,NORTH,CAGU,Gull,17
2012-06-11,MIN,NORTH,gull,Gull,6
2012-06-11,MIN,NORTH,HEEG,Gull,8
2012-06-11,MIN,NORTH,RBGU,Gull,16
2012-06-11,MIN,NORTH,SNPL,Shorebird,2
2012-06-11,MIN,NORTH,WEGU,Gull,1
2012-06-11,PNO,PURISIMA,gull,Gull,2
2012-06-11,PNO,PURISIMA,SNPL,Shorebird,6
2012-06-11,SAN,NORTH,gull,Gull,83
2012-06-11,SAN,NORTH,MAGO,Shorebird,1
2012-06-11,SAN,NORTH,NOHA,Raptor,1
2012-06-11,SAN,NORTH,SNPL,Shorebird,29
2012-06-11,SHN,NORTH,CAGU,Gull,71
2012-06-11,SHN,NORTH,HEEG,Gull,41
2012-06-11,SHN,NORTH,LBCU,Shorebird,1
2012-06-11,SHN,NORTH,RBGU,Gull,4
2012-06-11,SHN,NORTH,SNPL,Shorebird,14
2012-06-11,SHS,NORTH,CAGU,Gull,15
2012-06-11,SHS,NORTH,gull,Gull,19
2012-06-11,SHS,NORTH,SNPL,Shorebird,6
2012-06-11,SNO,SOUTH,gull,Gull,1
2012-06-11,SNO,SOUTH,SNPL,Shorebird,71
2012-06-11,SSO,SOUTH,gull,Gull,20
2012-06-11,SSO,SOUTH,SNPL,Shorebird,37
2012-06-11,WAL,SOUTH,BBPL,Shorebird,1
2012-06-11,WAL,SOUTH,CATE,Tern,3
2012-06-11,WAL,SOUTH,gull,Gull,10
2012-06-11,WAL,SOUTH,SNPL,Shorebird,33
2012-06-11,WAL,SOUTH,WEGU,Gull,4
2011-06-13,MIN,NORTH,CAGU,Gull,2
2011-06-13,MIN,NORTH,gull,Gull,100
2011-06-13,MIN,NORTH,SNPL,Shorebird,3
2011-06-13,MIN,NORTH,WEGU,Gull,2
2011-06-13,SHN,NORTH,gull,Gull,205
2011-06-13,SHN,NORTH,PEFA,Raptor,1
2011-06-13,SHN,NORTH,RBGU,Gull,4
2011-06-13,SHN,NORTH,SNPL,Shorebird,18
2011-06-13,SHN,NORTH,WEGU,Gull,60
2011-06-13,SHS,NORTH,gull,Gull,120
2011-06-13,SHS,NORTH,SNPL,Shorebird,5
2011-06-13,SNO,SOUTH,gull,Gull,41
2011-06-13,SNO,SOUTH,SNPL,Shorebird,68
2011-06-13,SSO,SOUTH,gull,Gull,21
2011-06-13,SSO,SOUTH,SNPL,Shorebird,48
2011-06-13,WAL,SOUTH,SNPL,Shorebird,59
2011-06-13,WAL,SOUTH,WEGU,Gull,20
2014-06-16,MIN,NORTH,CAGU,Gull,7
2014-06-16,MIN,NORTH,HEEG,Gull,55
2014-06-16,MIN,NORTH,RTHA,Raptor,1
2014-06-16,MIN,NORTH,SNPL,Shorebird,1
2014-06-16,PCO,PURISIMA,CAGU,Gull,20
2014-06-16,PNO,PURISIMA,CAGU,Gull,1
2014-06-16,PNO,PURISIMA,HEEG,Gull,7
2014-06-16,PNO,PURISIMA,SNPL,Shorebird,9
2014-06-16,PNO,PURISIMA,WEGU,Gull,2
2014-06-16,SAN,NORTH,CAGU,Gull,68
2014-06-16,SAN,NORTH,HEEG,Gull,252
2014-06-16,SAN,NORTH,SNPL,Shorebird,63
2014-06-16,SAN,NORTH,WEGU,Gull,8
2014-06-16,SAN,NORTH,WHIM,Shorebird,1
2014-06-16,SHN,NORTH,CAGU,Gull,15
2014-06-16,SHN,NORTH,HEEG,Gull,91
2014-06-16,SHN,NORTH,PEFA,Raptor,1
2014-06-16,SHN,NORTH,SNPL,Shorebird,6
2014-06-16,SHS,NORTH,CAGU,Gull,40
2014-06-16,SHS,NORTH,HEEG,Gull,289
2014-06-16,SHS,NORTH,RUTU,Shorebird,1
2014-06-16,SHS,NORTH,SNPL,Shorebird,16
2014-06-16,SHS,NORTH,WEGU,Gull,13
2014-06-16,SNO,SOUTH,CAGU,Gull,3
2014-06-16,SNO,SOUTH,DOWI,Shorebird,7
2014-06-16,SNO,SOUTH,HEEG,Gull,150
2014-06-16,SNO,SOUTH,KILL,Shorebird,1
2014-06-16,SNO,SOUTH,SNPL,Shorebird,88
2014-06-16,SNO,SOUTH,WHIM,Shorebird,2
2014-06-16,SSO,SOUTH,CAGU,Gull,4
2014-06-16,SSO,SOUTH,SNPL,Shorebird,30
2014-06-16,WAL,SOUTH,SNPL,Shorebird,25
2013-06-17,SNO,SOUTH,BBPL,Shorebird,4
2013-06-17,SNO,SOUTH,SNPL,Shorebird,4
2013-06-17,WAL,SOUTH,BBPL,Shorebird,3
2013-06-17,WAL,SOUTH,CAGU,Gull,1
2013-06-17,WAL,SOUTH,HEEG,Gull,28
2013-06-17,WAL,SOUTH,KILL,Shorebird,2
2013-06-17,WAL,SOUTH,SNPL,Shorebird,44
2013-06-17,WAL,SOUTH,WEGU,Gull,7
2012-06-18,MIN,NORTH,CAGU,Gull,10
2012-06-18,MIN,NORTH,HEEG,Gull,10
2012-06-18,MIN,NORTH,SNPL,Shorebird,3
2012-06-18,PNO,PURISIMA,CAGU,Gull,1
2012-06-18,PNO,PURISIMA,HEEG,Gull,1
2012-06-18,SAN,NORTH,BBPL,Shorebird,1
2012-06-18,SAN,NORTH,CAGU,Gull,25
2012-06-18,SAN,NORTH,HEEG,Gull,86
2012-06-18,SAN,NORTH,SNPL,Shorebird,117
2012-06-18,SAN,NORTH,WEGU,Gull,15
2012-06-18,SHN,NORTH,CAGU,Gull,7
2012-06-18,SHN,NORTH,HEEG,Gull,8
2012-06-18,SHN,NORTH,PEFA,Raptor,1
2012-06-18,SHN,NORTH,SNPL,Shorebird,10
2012-06-18,SHS,NORTH,CAGU,Gull,14
2012-06-18,SHS,NORTH,HEEG,Gull,41
2012-06-18,SHS,NORTH,SNPL,Shorebird,3
2012-06-18,SNO,SOUTH,gull,Gull,10
2012-06-18,SNO,SOUTH,SNPL,Shorebird,37
2012-06-18,SSO,SOUTH,gull,Gull,2
2012-06-18,SSO,SOUTH,SNPL,Shorebird,46
2012-06-18,WAL,SOUTH,BBPL,Shorebird,50
2012-06-18,WAL,SOUTH,CATE,Tern,5
2012-06-18,WAL,SOUTH,gull,Gull,74
2012-06-18,WAL,SOUTH,KILL,Shorebird,1
2012-06-18,WAL,SOUTH,MAGO,Shorebird,1
2012-06-18,WAL,SOUTH,SEPL,Shorebird,1
2012-06-18,WAL,SOUTH,SNPL,Shorebird,43
2012-06-18,WAL,SOUTH,WESA,Shorebird,1
2012-06-18,WAL,SOUTH,WHIM,Shorebird,3
2012-06-18,WAL,SOUTH,WILL,Shorebird,1
2018-06-18,MIN,NORTH,CAGU,Gull,1
2018-06-18,PNO,PURISIMA,CAGU,Gull,5
2018-06-18,PNO,PURISIMA,SNPL,Shorebird,5
2018-06-18,PNO,PURISIMA,WEGU,Gull,4
2018-06-18,SAN,NORTH,CAGU,Gull,26
2018-06-18,SAN,NORTH,LBCU,Shorebird,1
2018-06-18,SAN,NORTH,PEFA,Raptor,1
2018-06-18,SAN,NORTH,SNPL,Shorebird,76
2018-06-18,SHN,NORTH,CAGU,Gull,4
2018-06-18,SHN,NORTH,PEFA,Raptor,1
2018-06-18,SHN,NORTH,SNPL,Shorebird,2
2018-06-18,SHS,NORTH,CAGU,Gull,22
2018-06-18,SHS,NORTH,SNPL,Shorebird,11
2018-06-18,SHS,NORTH,WEGU,Gull,5
2018-06-18,SNO,SOUTH,AMKE,Raptor,2
2018-06-18,SNO,SOUTH,CAGU,Gull,9
2018-06-18,SNO,SOUTH,KILL,Shorebird,2
2018-06-18,SNO,SOUTH,SNPL,Shorebird,88
2018-06-18,SSO,SOUTH,CAGU,Gull,8
2018-06-18,SSO,SOUTH,SNPL,Shorebird,60
2018-06-18,WAL,SOUTH,BBPL,Shorebird,21
2018-06-18,WAL,SOUTH,BNST,Shorebird,6
2018-06-18,WAL,SOUTH,BOGU,Gull,1
2018-06-18,WAL,SOUTH,CAGU,Gull,30
2018-06-18,WAL,SOUTH,CATE,Tern,9
2018-06-18,WAL,SOUTH,HEEG,Gull,5
2018-06-18,WAL,SOUTH,SAND,Shorebird,3
2018-06-18,WAL,SOUTH,SEPL,Shorebird,10
2018-06-18,WAL,SOUTH,SNPL,Shorebird,59
2018-06-18,WAL,SOUTH,WEGU,Gull,30
2018-06-18,WAL,SOUTH,WHIM,Shorebird,2
2017-06-19,MIN,NORTH,CAGU,Gull,1
2017-06-19,MIN,NORTH,SNPL,Shorebird,1
2017-06-19,MIN,NORTH,WEGU,Gull,2
2017-06-19,PNO,PURISIMA,CAGU,Gull,1
2017-06-19,PNO,PURISIMA,SNPL,Shorebird,11
2017-06-19,SAN,NORTH,CAGU,Gull,25
2017-06-19,SAN,NORTH,SNPL,Shorebird,52
2017-06-19,SAN,NORTH,WEGU,Gull,10
2017-06-19,SHN,NORTH,CAGU,Gull,25
2017-06-19,SHN,NORTH,WEGU,Gull,2
2017-06-19,SHS,NORTH,SNPL,Shorebird,4
2017-06-19,SNO,SOUTH,CAGU,Gull,3
2017-06-19,SNO,SOUTH,SNPL,Shorebird,83
2017-06-19,SSO,SOUTH,CAGU,Gull,19
2017-06-19,SSO,SOUTH,HEEG,Gull,3
2017-06-19,SSO,SOUTH,LBCU,Shorebird,1
2017-06-19,SSO,SOUTH,SNPL,Shorebird,168
2017-06-19,SSO,SOUTH,WEGU,Gull,55
2017-06-19,SSO,SOUTH,WESA,Shorebird,1
2017-06-19,WAL,SOUTH,BBPL,Shorebird,2
2017-06-19,WAL,SOUTH,CAGU,Gull,36
2017-06-19,WAL,SOUTH,KILL,Shorebird,2
2017-06-19,WAL,SOUTH,SAND,Shorebird,10
2017-06-19,WAL,SOUTH,SNPL,Shorebird,51
2017-06-19,WAL,SOUTH,WEGU,Gull,23
2014-06-02,MIN,NORTH,CAGU,Gull,90
2014-06-02,MIN,NORTH,HEEG,Gull,46
2014-06-02,MIN,NORTH,WEGU,Gull,2
2014-06-02,PNO,PURISIMA,SNPL,Shorebird,7
2014-06-02,SAN,NORTH,CAGU,Gull,95
2014-06-02,SAN,NORTH,HEEG,Gull,185
2014-06-02,SAN,NORTH,KILL,Shorebird,1
2014-06-02,SAN,NORTH,PEFA,Raptor,1
2014-06-02,SAN,NORTH,SNPL,Shorebird,55
2014-06-02,SAN,NORTH,WEGU,Gull,16
2014-06-02,SHN,NORTH,CAGU,Gull,91
2014-06-02,SHN,NORTH,HEEG,Gull,50
2014-06-02,SHN,NORTH,LBCU,Shorebird,10
2014-06-02,SHN,NORTH,SNPL,Shorebird,10
2014-06-02,SHN,NORTH,WHIM,Shorebird,6
2014-06-02,SHS,NORTH,CAGU,Gull,114
2014-06-02,SHS,NORTH,HEEG,Gull,30
2014-06-02,SHS,NORTH,SNPL,Shorebird,2
2014-06-02,SHS,NORTH,WEGU,Gull,1
2014-06-02,SNO,SOUTH,CAGU,Gull,6
2014-06-02,SNO,SOUTH,SNPL,Shorebird,71
2014-06-02,SSO,SOUTH,CAGU,Gull,82
2014-06-02,SSO,SOUTH,HEEG,Gull,2
2014-06-02,SSO,SOUTH,KILL,Shorebird,2
2014-06-02,SSO,SOUTH,SNPL,Shorebird,31
2014-06-02,WAL,SOUTH,CAGU,Gull,52
2014-06-02,WAL,SOUTH,SNPL,Shorebird,33
2014-06-02,WAL,SOUTH,WEGU,Gull,50
2011-06-20,MIN,NORTH,gull,Gull,85
2011-06-20,MIN,NORTH,HEEG,Gull,80
2011-06-20,MIN,NORTH,LBCU,Shorebird,4
2011-06-20,MIN,NORTH,SNPL,Shorebird,3
2011-06-20,MIN,NORTH,WHIM,Shorebird,30
2011-06-20,PNO,PURISIMA,SNPL,Shorebird,2
2011-06-20,SAN,NORTH,gull,Gull,306
2011-06-20,SAN,NORTH,SNPL,Shorebird,40
2011-06-20,SHN,NORTH,gull,Gull,57
2011-06-20,SHN,NORTH,SNPL,Shorebird,2
2011-06-20,SHS,NORTH,gull,Gull,5
2011-06-20,SHS,NORTH,SNPL,Shorebird,5
2011-06-20,SNO,SOUTH,gull,Gull,190
2011-06-20,SNO,SOUTH,SNPL,Shorebird,79
2011-06-20,SSO,SOUTH,gull,Gull,12
2011-06-20,SSO,SOUTH,SNPL,Shorebird,27
2011-06-20,WAL,SOUTH,SNPL,Shorebird,45
2011-06-20,WAL,SOUTH,WEGU,Gull,10
2016-06-20,PCO,PURISIMA,SNPL,Shorebird,1
2016-06-20,PNO,PURISIMA,BBPL,Shorebird,2
2016-06-20,PNO,PURISIMA,CAGU,Gull,2
2016-06-20,PNO,PURISIMA,SNPL,Shorebird,8
2016-06-20,SAN,NORTH,BASA,Shorebird,1
2016-06-20,SAN,NORTH,SNPL,Shorebird,79
2016-06-20,SHN,NORTH,CAGU,Gull,1
2016-06-20,SHN,NORTH,SNPL,Shorebird,14
2016-06-20,SHS,NORTH,LBCU,Shorebird,1
2016-06-20,SHS,NORTH,SNPL,Shorebird,12
2015-06-22,MIN,NORTH,CAGU,Gull,9
2015-06-22,MIN,NORTH,HEEG,Gull,55
2015-06-22,MIN,NORTH,PEFA,Raptor,1
2015-06-22,MIN,NORTH,SNPL,Shorebird,1
2015-06-22,PCO,PURISIMA,SNPL,Shorebird,2
2015-06-22,PNO,PURISIMA,BBPL,Shorebird,4
2015-06-22,PNO,PURISIMA,CAGU,Gull,22
2015-06-22,PNO,PURISIMA,HEEG,Gull,5
2015-06-22,PNO,PURISIMA,PEFA,Raptor,1
2015-06-22,PNO,PURISIMA,SNPL,Shorebird,5
2015-06-22,SAN,NORTH,CAGU,Gull,57
2015-06-22,SAN,NORTH,HEEG,Gull,534
2015-06-22,SAN,NORTH,HERG,Gull,1
2015-06-22,SAN,NORTH,SAND,Shorebird,1
2015-06-22,SAN,NORTH,SNPL,Shorebird,52
2015-06-22,SAN,NORTH,WEGU,Gull,4
2015-06-22,SHN,NORTH,CAGU,Gull,14
2015-06-22,SHN,NORTH,HEEG,Gull,15
2015-06-22,SHN,NORTH,PEFA,Raptor,1
2015-06-22,SHN,NORTH,SNPL,Shorebird,1
2015-06-22,SHN,NORTH,WEGU,Gull,2
2015-06-22,SHS,NORTH,CAGU,Gull,34
2015-06-22,SHS,NORTH,HEEG,Gull,370
2015-06-22,SHS,NORTH,SNPL,Shorebird,8
2015-06-22,SHS,NORTH,WEGU,Gull,1
2014-06-23,MIN,NORTH,CAGU,Gull,3
2014-06-23,MIN,NORTH,HEEG,Gull,49
2014-06-23,MIN,NORTH,SNPL,Shorebird,1
2014-06-23,PNO,PURISIMA,CAGU,Gull,1
2014-06-23,PNO,PURISIMA,SNPL,Shorebird,11
2014-06-23,SAN,NORTH,CAGU,Gull,12
2014-06-23,SAN,NORTH,HEEG,Gull,125
2014-06-23,SAN,NORTH,LBCU,Shorebird,1
2014-06-23,SAN,NORTH,SNPL,Shorebird,19
2014-06-23,SHN,NORTH,CAGU,Gull,4
2014-06-23,SHN,NORTH,HEEG,Gull,225
2014-06-23,SHN,NORTH,SNPL,Shorebird,6
2014-06-23,SHS,NORTH,CAGU,Gull,12
2014-06-23,SHS,NORTH,HEEG,Gull,392
2014-06-23,SHS,NORTH,SNPL,Shorebird,7
2014-06-23,SHS,NORTH,WEGU,Gull,5
2014-06-23,SNO,SOUTH,CAGU,Gull,13
2014-06-23,SNO,SOUTH,HEEG,Gull,2
2014-06-23,SNO,SOUTH,SNPL,Shorebird,79
2014-06-23,SSO,SOUTH,CAGU,Gull,5
2014-06-23,SSO,SOUTH,SNPL,Shorebird,39
2014-06-23,WAL,SOUTH,CAGU,Gull,30
2014-06-23,WAL,SOUTH,HEEG,Gull,60
2014-06-23,WAL,SOUTH,KILL,Shorebird,1
2014-06-23,WAL,SOUTH,SEPL,Shorebird,1
2014-06-23,WAL,SOUTH,SNPL,Shorebird,20
2014-06-23,WAL,SOUTH,WEGU,Gull,30
2014-06-23,WAL,SOUTH,WESA,Shorebird,1
2014-06-23,WAL,SOUTH,WHIM,Shorebird,1
2013-06-24,PNO,PURISIMA,SNPL,Shorebird,17
2013-06-24,PNO,PURISIMA,WEGU,Gull,8
2013-06-24,SAN,NORTH,SNPL,Shorebird,98
2013-06-24,SAN,NORTH,WEGU,Gull,2
2013-06-24,SHN,NORTH,SNPL,Shorebird,5
2013-06-24,SHS,NORTH,SNPL,Shorebird,8
2013-06-24,SNO,SOUTH,CAGU,Gull,1
2013-06-24,SNO,SOUTH,SNPL,Shorebird,61
2013-06-24,SSO,SOUTH,CAGU,Gull,1
2013-06-24,SSO,SOUTH,SNPL,Shorebird,20
2013-06-24,WAL,SOUTH,HEEG,Gull,1
2013-06-24,WAL,SOUTH,KILL,Shorebird,2
2013-06-24,WAL,SOUTH,SEPL,Shorebird,1
2013-06-24,WAL,SOUTH,SNPL,Shorebird,49
2012-06-25,MIN,NORTH,CAGU,Gull,7
2012-06-25,MIN,NORTH,HEEG,Gull,36
2012-06-25,MIN,NORTH,SNPL,Shorebird,6
2012-06-25,PCO,PURISIMA,NOHA,Raptor,1
2012-06-25,PNO,PURISIMA,CAGU,Gull,6
2012-06-25,PNO,PURISIMA,HEEG,Gull,44
2012-06-25,PNO,PURISIMA,SNPL,Shorebird,2
2012-06-25,PNO,PURISIMA,WEGU,Gull,10
2012-06-25,SAN,NORTH,CAGU,Gull,6
2012-06-25,SAN,NORTH,HEEG,Gull,225
2012-06-25,SAN,NORTH,KILL,Shorebird,1
2012-06-25,SAN,NORTH,SNPL,Shorebird,73
2012-06-25,SAN,NORTH,WEGU,Gull,1
2012-06-25,SHN,NORTH,HEEG,Gull,179
2012-06-25,SHN,NORTH,OSPR,Raptor,1
2012-06-25,SHN,NORTH,SNPL,Shorebird,7
2012-06-25,SHS,NORTH,CAGU,Gull,2
2012-06-25,SHS,NORTH,HEEG,Gull,252
2012-06-25,SHS,NORTH,OSPR,Raptor,1
2012-06-25,SHS,NORTH,SNPL,Shorebird,4
2012-06-25,SNO,SOUTH,BBPL,Shorebird,6
2012-06-25,SNO,SOUTH,HEEG,Gull,250
2012-06-25,SNO,SOUTH,SNPL,Shorebird,60
2012-06-25,SSO,SOUTH,BBPL,Shorebird,1
2012-06-25,SSO,SOUTH,CAGU,Gull,6
2012-06-25,SSO,SOUTH,HEEG,Gull,355
2012-06-25,SSO,SOUTH,SNPL,Shorebird,52
2012-06-25,SSO,SOUTH,WEGU,Gull,3
2012-06-25,SSO,SOUTH,WHIM,Shorebird,1
2012-06-25,WAL,SOUTH,BBPL,Shorebird,2
2012-06-25,WAL,SOUTH,CAGU,Gull,1
2012-06-25,WAL,SOUTH,HEEG,Gull,128
2012-06-25,WAL,SOUTH,SNPL,Shorebird,29
2012-06-25,WAL,SOUTH,WEGU,Gull,50
2017-06-26,SSO,SOUTH,CAGU,Gull,5
2017-06-26,SSO,SOUTH,HEEG,Gull,1
2017-06-26,SSO,SOUTH,SNPL,Shorebird,79
2017-06-26,SSO,SOUTH,WEGU,Gull,1
2011-06-27,MIN,NORTH,gull,Gull,34
2011-06-27,MIN,NORTH,HEEG,Gull,118
2011-06-27,MIN,NORTH,NOHA,Raptor,3
2011-06-27,MIN,NORTH,SNPL,Shorebird,4
2011-06-27,MIN,NORTH,WHIM,Shorebird,1
2011-06-27,SAN,NORTH,gull,Gull,160
2011-06-27,SAN,NORTH,HEEG,Gull,121
2011-06-27,SAN,NORTH,RBGU,Gull,1
2011-06-27,SAN,NORTH,SNPL,Shorebird,126
2011-06-27,SHN,NORTH,gull,Gull,76
2011-06-27,SHN,NORTH,HEEG,Gull,167
2011-06-27,SHN,NORTH,RBGU,Gull,1
2011-06-27,SHN,NORTH,RTHA,Raptor,4
2011-06-27,SHN,NORTH,SNPL,Shorebird,12
2011-06-27,SHS,NORTH,gull,Gull,49
2011-06-27,SHS,NORTH,HEEG,Gull,180
2011-06-27,SHS,NORTH,RBGU,Gull,1
2011-06-27,SHS,NORTH,SNPL,Shorebird,11
2011-06-27,SNO,SOUTH,gull,Gull,32
2011-06-27,SNO,SOUTH,SNPL,Shorebird,46
2011-06-27,WAL,SOUTH,gull,Gull,70
2011-06-27,WAL,SOUTH,SNPL,Shorebird,43
2016-06-27,SNO,SOUTH,SNPL,Shorebird,63
2016-06-27,SSO,SOUTH,SNPL,Shorebird,68
2016-06-27,WAL,SOUTH,HEEG,Gull,250
2016-06-27,WAL,SOUTH,SNPL,Shorebird,64
2016-06-27,WAL,SOUTH,WEGU,Gull,77
2016-06-27,WAL,SOUTH,WESA,Shorebird,170
2016-06-27,WAL,SOUTH,WHIM,Shorebird,1
2015-06-29,SNO,SOUTH,CAGU,Gull,6
2015-06-29,SNO,SOUTH,SNPL,Shorebird,75
2015-06-29,SSO,SOUTH,CAGU,Gull,2
2015-06-29,SSO,SOUTH,SNPL,Shorebird,57
2015-06-29,WAL,SOUTH,BBPL,Shorebird,3
2015-06-29,WAL,SOUTH,BNST,Shorebird,6
2015-06-29,WAL,SOUTH,CAGU,Gull,33
2015-06-29,WAL,SOUTH,peeps,Shorebird,3
2015-06-29,WAL,SOUTH,ROTE,Tern,5
2015-06-29,WAL,SOUTH,SAND,Shorebird,1
2015-06-29,WAL,SOUTH,SEPL,Shorebird,5
2015-06-29,WAL,SOUTH,SNPL,Shorebird,72
2015-06-29,WAL,SOUTH,WEGU,Gull,20
2013-06-03,PNO,PURISIMA,BBPL,Shorebird,5
2013-06-03,PNO,PURISIMA,CAGU,Gull,15
2013-06-03,PNO,PURISIMA,SNPL,Shorebird,12
2013-06-03,PNO,PURISIMA,WEGU,Gull,2
2013-06-03,SAN,NORTH,CAGU,Gull,15
2013-06-03,SAN,NORTH,SAND,Shorebird,10
2013-06-03,SAN,NORTH,SNPL,Shorebird,94
2013-06-03,SHN,NORTH,CAGU,Gull,2
2013-06-03,SHN,NORTH,SNPL,Shorebird,8
2013-06-03,SHS,NORTH,CAGU,Gull,12
2013-06-03,SHS,NORTH,SNPL,Shorebird,4
2013-06-03,SHS,NORTH,WEGU,Gull,6
2013-06-03,SHS,NORTH,WHIM,Shorebird,2
2013-06-03,SNO,SOUTH,BBPL,Shorebird,1
2013-06-03,SNO,SOUTH,CAGU,Gull,1
2013-06-03,SNO,SOUTH,gull,Gull,1
2013-06-03,SNO,SOUTH,KILL,Shorebird,1
2013-06-03,SNO,SOUTH,SAND,Shorebird,5
2013-06-03,SNO,SOUTH,SNPL,Shorebird,86
2013-06-03,SSO,SOUTH,SNPL,Shorebird,42
2013-06-03,WAL,SOUTH,BBPL,Shorebird,2
2013-06-03,WAL,SOUTH,CAGU,Gull,30
2013-06-03,WAL,SOUTH,DUNL,Shorebird,1
2013-06-03,WAL,SOUTH,SAND,Shorebird,20
2013-06-03,WAL,SOUTH,SEPL,Shorebird,2
2013-06-03,WAL,SOUTH,SNPL,Shorebird,46
2013-06-03,WAL,SOUTH,WEGU,Gull,20
2012-06-04,MIN,NORTH,gull,Gull,17
2012-06-04,MIN,NORTH,LBCU,Shorebird,24
2012-06-04,MIN,NORTH,SNPL,Shorebird,6
2012-06-04,MIN,NORTH,WHIM,Shorebird,1
2012-06-04,PNO,PURISIMA,gull,Gull,18
2012-06-04,SAN,NORTH,gull,Gull,42
2012-06-04,SAN,NORTH,KILL,Shorebird,2
2012-06-04,SAN,NORTH,NOHA,Raptor,1
2012-06-04,SAN,NORTH,SNPL,Shorebird,68
2012-06-04,SAN,NORTH,WESA,Shorebird,1
2012-06-04,SHN,NORTH,gull,Gull,50
2012-06-04,SHN,NORTH,LBCU,Shorebird,24
2012-06-04,SHN,NORTH,SNPL,Shorebird,5
2012-06-04,SHN,NORTH,WHIM,Shorebird,1
2012-06-04,SHS,NORTH,gull,Gull,45
2012-06-04,SHS,NORTH,SNPL,Shorebird,10
2018-06-04,MIN,NORTH,CAGU,Gull,24
2018-06-04,PCO,PURISIMA,SNPL,Shorebird,1
2018-06-04,PNO,PURISIMA,CAGU,Gull,1
2018-06-04,PNO,PURISIMA,SNPL,Shorebird,6
2018-06-04,SAN,NORTH,CAGU,Gull,27
2018-06-04,SAN,NORTH,SNPL,Shorebird,73
2018-06-04,SAN,NORTH,WEGU,Gull,3
2018-06-04,SHN,NORTH,CAGU,Gull,19
