survey_week,beach_section_initials,beach,species,species_type,total,sp_2
2013-04-15,SAN,NORTH,SAND,Shorebird,145,SAND
2013-04-15,SAN,NORTH,SNPL,Shorebird,36,SNPL
2013-04-15,SHN,NORTH,SAND,Shorebird,1,SAND
2013-04-15,SHN,NORTH,SNPL,Shorebird,34,SNPL
2013-04-15,SHS,NORTH,SNPL,Shorebird,8,SNPL
2013-04-15,SNO,SOUTH,CAGU,Gull,2,Gull
2013-04-15,SNO,SOUTH,SAND,Shorebird,4030,SAND
2013-04-15,SNO,SOUTH,SNPL,Shorebird,45,SNPL
2013-04-15,SNO,SOUTH,WEGU,Gull,3,Gull
2013-04-15,SSO,SOUTH,SAND,Shorebird,1500,SAND
2013-04-15,SSO,SOUTH,SNPL,Shorebird,24,SNPL
2013-04-15,WAL,SOUTH,CAGU,Gull,31,Gull
2013-04-15,WAL,SOUTH,SAND,Shorebird,1200,SAND
2013-04-15,WAL,SOUTH,SNPL,Shorebird,34,SNPL
2013-04-22,MIN,NORTH,SNPL,Shorebird,1,SNPL
2013-04-22,PNO,PURISIMA,SNPL,Shorebird,3,SNPL
2013-04-22,SAN,NORTH,SAND,Shorebird,2,SAND
2013-04-22,SAN,NORTH,SNPL,Shorebird,57,SNPL
2013-04-22,SHN,NORTH,SAND,Shorebird,130,SAND
2013-04-22,SHN,NORTH,SNPL,Shorebird,19,SNPL
2013-04-22,SHS,NORTH,SNPL,Shorebird,10,SNPL
2013-04-22,SNO,SOUTH,SAND,Shorebird,2935,SAND
2013-04-22,SNO,SOUTH,SNPL,Shorebird,45,SNPL
2013-04-22,SSO,SOUTH,SAND,Shorebird,50,SAND
2013-04-22,SSO,SOUTH,SNPL,Shorebird,4,SNPL
2013-04-22,WAL,SOUTH,CAGU,Gull,50,Gull
2013-04-22,WAL,SOUTH,SAND,Shorebird,237,SAND
2013-04-22,WAL,SOUTH,SNPL,Shorebird,30,SNPL
2013-04-29,MIN,NORTH,SNPL,Shorebird,2,SNPL
2013-04-29,MIN,NORTH,WEGU,Gull,3,Gull
2013-04-29,PNO,PURISIMA,SNPL,Shorebird,2,SNPL
2013-04-29,SAN,NORTH,CAGU,Gull,5,Gull
2013-04-29,SAN,NORTH,SAND,Shorebird,4,SAND
2013-04-29,SAN,NORTH,SNPL,Shorebird,64,SNPL
2013-04-29,SAN,NORTH,WEGU,Gull,17,Gull
2013-04-29,SHN,NORTH,SNPL,Shorebird,17,SNPL
2013-04-29,SHS,NORTH,SAND,Shorebird,5,SAND
2013-04-29,SNO,SOUTH,SNPL,Shorebird,36,SNPL
2013-04-29,SSO,SOUTH,SNPL,Shorebird,27,SNPL
2013-04-29,WAL,SOUTH,SNPL,Shorebird,30,SNPL
2013-05-06,MIN,NORTH,SNPL,Shorebird,3,SNPL
2013-05-06,PNO,PURISIMA,SNPL,Shorebird,8,SNPL
2013-05-06,SAN,NORTH,SAND,Shorebird,2,SAND
2013-05-06,SAN,NORTH,SNPL,Shorebird,65,SNPL
2013-05-06,SHN,NORTH,SNPL,Shorebird,6,SNPL
2013-05-06,SHS,NORTH,SNPL,Shorebird,12,SNPL
2013-05-06,SNO,SOUTH,SAND,Shorebird,3,SAND
2013-05-06,SNO,SOUTH,SNPL,Shorebird,39,SNPL
2013-05-06,SSO,SOUTH,SNPL,Shorebird,21,SNPL
2013-05-06,WAL,SOUTH,SAND,Shorebird,52,SAND
2013-05-06,WAL,SOUTH,SNPL,Shorebird,17,SNPL
2013-05-06,WAL,SOUTH,WEGU,Gull,3,Gull
2013-05-13,MIN,NORTH,SAND,Shorebird,1,SAND
2013-05-13,MIN,NORTH,SNPL,Shorebird,1,SNPL
2013-05-13,PNO,PURISIMA,SNPL,Shorebird,6,SNPL
2013-05-13,SAN,NORTH,SAND,Shorebird,3,SAND
2013-05-13,SAN,NORTH,SNPL,Shorebird,89,SNPL
2013-05-13,SHN,NORTH,SNPL,Shorebird,9,SNPL
2013-05-13,SHS,NORTH,SNPL,Shorebird,3,SNPL
2013-05-13,SNO,SOUTH,SAND,Shorebird,500,SAND
2013-05-13,SNO,SOUTH,SNPL,Shorebird,55,SNPL
2013-05-13,SSO,SOUTH,SNPL,Shorebird,29,SNPL
2013-05-13,WAL,SOUTH,CAGU,Gull,1,Gull
2013-05-13,WAL,SOUTH,SAND,Shorebird,50,SAND
2013-05-13,WAL,SOUTH,SNPL,Shorebird,22,SNPL
2013-05-20,MIN,NORTH,WEGU,Gull,2,Gull
2013-05-20,PNO,PURISIMA,SAND,Shorebird,300,SAND
2013-05-20,PNO,PURISIMA,SNPL,Shorebird,4,SNPL
2013-05-20,PNO,PURISIMA,WEGU,Gull,1,Gull
2013-05-20,SAN,NORTH,SAND,Shorebird,800,SAND
2013-05-20,SAN,NORTH,SNPL,Shorebird,73,SNPL
2013-05-20,SAN,NORTH,WEGU,Gull,1,Gull
2013-05-20,SHN,NORTH,SNPL,Shorebird,9,SNPL
2013-05-20,SHS,NORTH,SNPL,Shorebird,6,SNPL
2013-05-20,SHS,NORTH,WEGU,Gull,3,Gull
2013-05-20,SNO,SOUTH,SNPL,Shorebird,53,SNPL
2013-05-20,SSO,SOUTH,SNPL,Shorebird,21,SNPL
2013-05-20,WAL,SOUTH,SNPL,Shorebird,38,SNPL
2013-06-03,PNO,PURISIMA,CAGU,Gull,15,Gull
2013-06-03,PNO,PURISIMA,SNPL,Shorebird,12,SNPL
2013-06-03,PNO,PURISIMA,WEGU,Gull,2,Gull
2013-06-03,SAN,NORTH,CAGU,Gull,15,Gull
2013-06-03,SAN,NORTH,SAND,Shorebird,10,SAND
2013-06-03,SAN,NORTH,SNPL,Shorebird,94,SNPL
2013-06-03,SHN,NORTH,CAGU,Gull,2,Gull
2013-06-03,SHN,NORTH,SNPL,Shorebird,8,SNPL
2013-06-03,SHS,NORTH,CAGU,Gull,12,Gull
2013-06-03,SHS,NORTH,SNPL,Shorebird,4,SNPL
2013-06-03,SHS,NORTH,WEGU,Gull,6,Gull
2013-06-03,SNO,SOUTH,CAGU,Gull,1,Gull
2013-06-03,SNO,SOUTH,SAND,Shorebird,5,SAND
2013-06-03,SNO,SOUTH,SNPL,Shorebird,86,SNPL
2013-06-03,SSO,SOUTH,SNPL,Shorebird,42,SNPL
2013-06-03,WAL,SOUTH,CAGU,Gull,30,Gull
2013-06-03,WAL,SOUTH,SAND,Shorebird,20,SAND
2013-06-03,WAL,SOUTH,SNPL,Shorebird,46,SNPL
2013-06-03,WAL,SOUTH,WEGU,Gull,20,Gull
2013-06-10,MIN,NORTH,CAGU,Gull,1,Gull
2013-06-10,PNO,PURISIMA,SNPL,Shorebird,10,SNPL
2013-06-10,SAN,NORTH,CAGU,Gull,12,Gull
2013-06-10,SAN,NORTH,SNPL,Shorebird,64,SNPL
2013-06-10,SHN,NORTH,SNPL,Shorebird,10,SNPL
2013-06-10,SHS,NORTH,SNPL,Shorebird,5,SNPL
2013-06-10,SNO,SOUTH,CAGU,Gull,2,Gull
2013-06-10,SNO,SOUTH,SNPL,Shorebird,56,SNPL
2013-06-10,SSO,SOUTH,CAGU,Gull,6,Gull
2013-06-10,SSO,SOUTH,SNPL,Shorebird,37,SNPL
2013-06-10,WAL,SOUTH,CAGU,Gull,5,Gull
2013-06-10,WAL,SOUTH,SNPL,Shorebird,60,SNPL
2013-06-10,WAL,SOUTH,WEGU,Gull,3,Gull
2013-06-17,SNO,SOUTH,SNPL,Shorebird,4,SNPL
2013-06-17,WAL,SOUTH,CAGU,Gull,1,Gull
2013-06-17,WAL,SOUTH,HEEG,Gull,28,Gull
2013-06-17,WAL,SOUTH,SNPL,Shorebird,44,SNPL
2013-06-17,WAL,SOUTH,WEGU,Gull,7,Gull
2013-06-24,PNO,PURISIMA,SNPL,Shorebird,17,SNPL
2013-06-24,PNO,PURISIMA,WEGU,Gull,8,Gull
2013-06-24,SAN,NORTH,SNPL,Shorebird,98,SNPL
2013-06-24,SAN,NORTH,WEGU,Gull,2,Gull
2013-06-24,SHN,NORTH,SNPL,Shorebird,5,SNPL
2013-06-24,SHS,NORTH,SNPL,Shorebird,8,SNPL
2013-06-24,SNO,SOUTH,CAGU,Gull,1,Gull
2013-06-24,SNO,SOUTH,SNPL,Shorebird,61,SNPL
2013-06-24,SSO,SOUTH,CAGU,Gull,1,Gull
2013-06-24,SSO,SOUTH,SNPL,Shorebird,20,SNPL
2013-06-24,WAL,SOUTH,HEEG,Gull,1,Gull
2013-06-24,WAL,SOUTH,SNPL,Shorebird,49,SNPL
2013-07-01,PNO,PURISIMA,SNPL,Shorebird,7,SNPL
2013-07-01,SAN,NORTH,SNPL,Shorebird,104,SNPL
2013-07-01,SHN,NORTH,SNPL,Shorebird,7,SNPL
2013-07-01,SHS,NORTH,SNPL,Shorebird,10,SNPL
2013-07-01,SSO,SOUTH,SNPL,Shorebird,25,SNPL
2013-07-08,PNO,PURISIMA,SNPL,Shorebird,8,SNPL
2013-07-08,SAN,NORTH,SNPL,Shorebird,78,SNPL
2013-07-08,SHN,NORTH,SNPL,Shorebird,9,SNPL
2013-07-08,SHS,NORTH,SNPL,Shorebird,3,SNPL
2013-07-08,SNO,SOUTH,SNPL,Shorebird,95,SNPL
2013-07-08,SSO,SOUTH,SNPL,Shorebird,43,SNPL
2013-07-08,SSO,SOUTH,WEGU,Gull,1,Gull
2013-07-08,WAL,SOUTH,SNPL,Shorebird,55,SNPL
2013-07-15,MIN,NORTH,CAGU,Gull,1,Gull
2013-07-15,MIN,NORTH,WEGU,Gull,1,Gull
2013-07-15,PNO,PURISIMA,HEEG,Gull,1,Gull
2013-07-15,PNO,PURISIMA,SAND,Shorebird,15,SAND
2013-07-15,PNO,PURISIMA,SNPL,Shorebird,8,SNPL
2013-07-15,PNO,PURISIMA,WEGU,Gull,25,Gull
2013-07-15,SAN,NORTH,CAGU,Gull,2,Gull
2013-07-15,SAN,NORTH,HEEG,Gull,1,Gull
2013-07-15,SAN,NORTH,SAND,Shorebird,1,SAND
2013-07-15,SAN,NORTH,SNPL,Shorebird,88,SNPL
2013-07-15,SAN,NORTH,WEGU,Gull,1,Gull
2013-07-15,SHN,NORTH,CAGU,Gull,2,Gull
2013-07-15,SHN,NORTH,HEEG,Gull,1,Gull
2013-07-15,SHN,NORTH,SNPL,Shorebird,8,SNPL
2013-07-15,SHS,NORTH,CAGU,Gull,1,Gull
2013-07-15,SHS,NORTH,SNPL,Shorebird,4,SNPL
2013-07-15,SNO,SOUTH,SNPL,Shorebird,73,SNPL
2013-07-15,SSO,SOUTH,SNPL,Shorebird,37,SNPL
2013-07-15,WAL,SOUTH,SAND,Shorebird,21,SAND
2013-07-15,WAL,SOUTH,SNPL,Shorebird,23,SNPL
2013-07-22,MIN,NORTH,HEEG,Gull,86,Gull
2013-07-22,MIN,NORTH,WEGU,Gull,20,Gull
2013-07-22,PNO,PURISIMA,HEEG,Gull,2,Gull
2013-07-22,PNO,PURISIMA,SAND,Shorebird,11,SAND
2013-07-22,PNO,PURISIMA,SNPL,Shorebird,9,SNPL
2013-07-22,PNO,PURISIMA,WEGU,Gull,4,Gull
2013-07-22,SAN,NORTH,SAND,Shorebird,35,SAND
2013-07-22,SAN,NORTH,SNPL,Shorebird,98,SNPL
2013-07-22,SAN,NORTH,WEGU,Gull,9,Gull
2013-07-22,SHN,NORTH,HEEG,Gull,3,Gull
2013-07-22,SHN,NORTH,SAND,Shorebird,7,SAND
2013-07-22,SHN,NORTH,SNPL,Shorebird,6,SNPL
2013-07-22,SHN,NORTH,WEGU,Gull,1,Gull
2013-07-22,SHS,NORTH,HEEG,Gull,30,Gull
2013-07-22,SHS,NORTH,SNPL,Shorebird,7,SNPL
2013-07-22,SHS,NORTH,WEGU,Gull,20,Gull
2013-07-22,SNO,SOUTH,CAGU,Gull,2,Gull
2013-07-22,SNO,SOUTH,SAND,Shorebird,142,SAND
2013-07-22,SNO,SOUTH,SNPL,Shorebird,45,SNPL
2013-07-22,SNO,SOUTH,WEGU,Gull,15,Gull
2013-07-22,SSO,SOUTH,CAGU,Gull,4,Gull
2013-07-22,SSO,SOUTH,HEEG,Gull,21,Gull
2013-07-22,SSO,SOUTH,SAND,Shorebird,33,SAND
2013-07-22,SSO,SOUTH,SNPL,Shorebird,46,SNPL
2013-07-22,SSO,SOUTH,WEGU,Gull,118,Gull
2013-07-22,WAL,SOUTH,SAND,Shorebird,20,SAND
2013-07-22,WAL,SOUTH,SNPL,Shorebird,105,SNPL
2013-07-29,MIN,NORTH,CAGU,Gull,12,Gull
2013-07-29,MIN,NORTH,HEEG,Gull,303,Gull
2013-07-29,MIN,NORTH,WEGU,Gull,11,Gull
2013-07-29,PNO,PURISIMA,SAND,Shorebird,1040,SAND
2013-07-29,PNO,PURISIMA,SNPL,Shorebird,25,SNPL
2013-07-29,PNO,PURISIMA,WEGU,Gull,71,Gull
2013-07-29,SAN,NORTH,CAGU,Gull,22,Gull
2013-07-29,SAN,NORTH,HEEG,Gull,60,Gull
2013-07-29,SAN,NORTH,SAND,Shorebird,125,SAND
2013-07-29,SAN,NORTH,SNPL,Shorebird,61,SNPL
2013-07-29,SAN,NORTH,WEGU,Gull,80,Gull
2013-07-29,SHN,NORTH,CAGU,Gull,1,Gull
2013-07-29,SHN,NORTH,SNPL,Shorebird,14,SNPL
2013-07-29,SHS,NORTH,HEEG,Gull,1,Gull
2013-07-29,SHS,NORTH,SNPL,Shorebird,5,SNPL
2013-07-29,SSO,SOUTH,HEEG,Gull,22,Gull
2013-07-29,SSO,SOUTH,SNPL,Shorebird,51,SNPL
2013-07-29,SSO,SOUTH,WEGU,Gull,37,Gull
2013-07-29,WAL,SOUTH,CAGU,Gull,1,Gull
2013-07-29,WAL,SOUTH,HEEG,Gull,7,Gull
2013-07-29,WAL,SOUTH,SAND,Shorebird,370,SAND
2013-07-29,WAL,SOUTH,SNPL,Shorebird,28,SNPL
2013-07-29,WAL,SOUTH,WEGU,Gull,10,Gull
2013-08-05,PNO,PURISIMA,SAND,Shorebird,700,SAND
2013-08-05,PNO,PURISIMA,SNPL,Shorebird,29,SNPL
2013-08-05,PNO,PURISIMA,WEGU,Gull,32,Gull
2013-08-05,SAN,NORTH,CAGU,Gull,28,Gull
2013-08-05,SAN,NORTH,HEEG,Gull,175,Gull
2013-08-05,SAN,NORTH,SAND,Shorebird,1110,SAND
2013-08-05,SAN,NORTH,SNPL,Shorebird,65,SNPL
2013-08-05,SAN,NORTH,WEGU,Gull,145,Gull
2013-08-05,SHN,NORTH,CAGU,Gull,50,Gull
2013-08-05,SHN,NORTH,HEEG,Gull,188,Gull
2013-08-05,SHN,NORTH,SNPL,Shorebird,2,SNPL
2013-08-05,SHN,NORTH,WEGU,Gull,15,Gull
2013-08-05,SHS,NORTH,CAGU,Gull,10,Gull
2013-08-05,SHS,NORTH,HEEG,Gull,4,Gull
2013-08-05,SHS,NORTH,SAND,Shorebird,1,SAND
2013-08-05,SHS,NORTH,SNPL,Shorebird,4,SNPL
2013-08-05,SHS,NORTH,WEGU,Gull,1,Gull
2013-08-05,SNO,SOUTH,HEEG,Gull,100,Gull
2013-08-05,SNO,SOUTH,SAND,Shorebird,45,SAND
2013-08-05,SNO,SOUTH,SNPL,Shorebird,93,SNPL
2013-08-05,SNO,SOUTH,WEGU,Gull,100,Gull
2013-08-05,SSO,SOUTH,HEEG,Gull,32,Gull
2013-08-05,SSO,SOUTH,SNPL,Shorebird,62,SNPL
2013-08-05,SSO,SOUTH,WEGU,Gull,8,Gull
2013-08-05,WAL,SOUTH,CAGU,Gull,1,Gull
2013-08-05,WAL,SOUTH,HEEG,Gull,45,Gull
2013-08-05,WAL,SOUTH,SAND,Shorebird,532,SAND
2013-08-05,WAL,SOUTH,SNPL,Shorebird,38,SNPL
2013-08-05,WAL,SOUTH,WEGU,Gull,20,Gull
2013-08-12,MIN,NORTH,HEEG,Gull,95,Gull
2013-08-12,MIN,NORTH,WEGU,Gull,1,Gull
2013-08-12,PNO,PURISIMA,HEEG,Gull,22,Gull
2013-08-12,PNO,PURISIMA,SAND,Shorebird,375,SAND
2013-08-12,PNO,PURISIMA,SNPL,Shorebird,12,SNPL
2013-08-12,PNO,PURISIMA,WEGU,Gull,55,Gull
2013-08-12,SAN,NORTH,HEEG,Gull,8,Gull
2013-08-12,SAN,NORTH,SAND,Shorebird,375,SAND
2013-08-12,SAN,NORTH,SNPL,Shorebird,43,SNPL
2013-08-12,SAN,NORTH,WEGU,Gull,14,Gull
2013-08-12,SHN,NORTH,CAGU,Gull,16,Gull
2013-08-12,SHN,NORTH,HEEG,Gull,405,Gull
2013-08-12,SHN,NORTH,SNPL,Shorebird,28,SNPL
2013-08-12,SHN,NORTH,WEGU,Gull,35,Gull
2013-08-12,SHS,NORTH,CAGU,Gull,1,Gull
2013-08-12,SHS,NORTH,HEEG,Gull,1,Gull
2013-08-12,SHS,NORTH,SNPL,Shorebird,3,SNPL
2013-08-12,SHS,NORTH,WEGU,Gull,5,Gull
2013-08-12,SNO,SOUTH,CAGU,Gull,2,Gull
2013-08-12,SNO,SOUTH,SAND,Shorebird,5,SAND
2013-08-12,SNO,SOUTH,SNPL,Shorebird,79,SNPL
2013-08-12,SSO,SOUTH,CAGU,Gull,6,Gull
2013-08-12,SSO,SOUTH,HEEG,Gull,55,Gull
2013-08-12,SSO,SOUTH,SNPL,Shorebird,81,SNPL
2013-08-12,SSO,SOUTH,WEGU,Gull,40,Gull
2013-08-12,WAL,SOUTH,HEEG,Gull,85,Gull
2013-08-12,WAL,SOUTH,SAND,Shorebird,488,SAND
2013-08-12,WAL,SOUTH,SNPL,Shorebird,85,SNPL
2013-08-12,WAL,SOUTH,WEGU,Gull,315,Gull
2013-08-19,MIN,NORTH,CAGU,Gull,4,Gull
2013-08-19,MIN,NORTH,HEEG,Gull,172,Gull
2013-08-19,PNO,PURISIMA,SAND,Shorebird,10,SAND
2013-08-19,PNO,PURISIMA,SNPL,Shorebird,19,SNPL
2013-08-19,SAN,NORTH,HEEG,Gull,2,Gull
2013-08-19,SAN,NORTH,SAND,Shorebird,4,SAND
2013-08-19,SAN,NORTH,SNPL,Shorebird,75,SNPL
2013-08-19,SAN,NORTH,WEGU,Gull,10,Gull
2013-08-19,SHN,NORTH,CAGU,Gull,1,Gull
2013-08-19,SHN,NORTH,HEEG,Gull,273,Gull
2013-08-19,SHN,NORTH,SAND,Shorebird,3,SAND
2013-08-19,SHN,NORTH,SNPL,Shorebird,1,SNPL
2013-08-19,SHN,NORTH,WEGU,Gull,45,Gull
2013-08-19,SHS,NORTH,CAGU,Gull,4,Gull
2013-08-19,SHS,NORTH,HEEG,Gull,126,Gull
2013-08-19,SHS,NORTH,SAND,Shorebird,4,SAND
2013-08-19,SHS,NORTH,SNPL,Shorebird,13,SNPL
2013-08-19,SHS,NORTH,WEGU,Gull,47,Gull
2013-08-19,SNO,SOUTH,CAGU,Gull,3,Gull
2013-08-19,SNO,SOUTH,HEEG,Gull,20,Gull
2013-08-19,SNO,SOUTH,SAND,Shorebird,55,SAND
2013-08-19,SNO,SOUTH,SNPL,Shorebird,152,SNPL
2013-08-19,SNO,SOUTH,WEGU,Gull,72,Gull
2013-08-19,SSO,SOUTH,CAGU,Gull,1,Gull
2013-08-19,SSO,SOUTH,SNPL,Shorebird,70,SNPL
2013-08-19,WAL,SOUTH,CAGU,Gull,5,Gull
2013-08-19,WAL,SOUTH,HEEG,Gull,45,Gull
2013-08-19,WAL,SOUTH,SAND,Shorebird,1,SAND
2013-08-19,WAL,SOUTH,SNPL,Shorebird,16,SNPL
2013-08-19,WAL,SOUTH,WEGU,Gull,660,Gull
2013-08-26,MIN,NORTH,CAGU,Gull,86,Gull
2013-08-26,MIN,NORTH,HEEG,Gull,182,Gull
2013-08-26,PNO,PURISIMA,HEEG,Gull,2,Gull
2013-08-26,PNO,PURISIMA,SAND,Shorebird,4100,SAND
2013-08-26,PNO,PURISIMA,SNPL,Shorebird,14,SNPL
2013-08-26,PNO,PURISIMA,WEGU,Gull,61,Gull
2013-08-26,SAN,NORTH,CAGU,Gull,17,Gull
2013-08-26,SAN,NORTH,HEEG,Gull,183,Gull
2013-08-26,SAN,NORTH,SAND,Shorebird,555,SAND
2013-08-26,SAN,NORTH,SNPL,Shorebird,140,SNPL
2013-08-26,SAN,NORTH,WEGU,Gull,47,Gull
2013-08-26,SHN,NORTH,HEEG,Gull,2,Gull
2013-08-26,SHN,NORTH,SNPL,Shorebird,3,SNPL
2013-08-26,SHN,NORTH,WEGU,Gull,2,Gull
2013-08-26,SHS,NORTH,CAGU,Gull,1,Gull
2013-08-26,SHS,NORTH,HEEG,Gull,4,Gull
2013-08-26,SHS,NORTH,SNPL,Shorebird,1,SNPL
2013-08-26,SHS,NORTH,WEGU,Gull,1,Gull
2013-08-26,SNO,SOUTH,CAGU,Gull,10,Gull
2013-08-26,SNO,SOUTH,HEEG,Gull,15,Gull
2013-08-26,SNO,SOUTH,SAND,Shorebird,261,SAND
2013-08-26,SNO,SOUTH,SNPL,Shorebird,139,SNPL
2013-08-26,SNO,SOUTH,WEGU,Gull,25,Gull
2013-08-26,SSO,SOUTH,SNPL,Shorebird,113,SNPL
2013-08-26,WAL,SOUTH,CAGU,Gull,10,Gull
2013-08-26,WAL,SOUTH,HEEG,Gull,5,Gull
2013-08-26,WAL,SOUTH,SAND,Shorebird,4,SAND
2013-08-26,WAL,SOUTH,SNPL,Shorebird,20,SNPL
2013-08-26,WAL,SOUTH,WEGU,Gull,322,Gull
2013-09-02,MIN,NORTH,CAGU,Gull,10,Gull
2013-09-02,MIN,NORTH,HEEG,Gull,297,Gull
2013-09-02,MIN,NORTH,WEGU,Gull,61,Gull
2013-09-02,PNO,PURISIMA,HEEG,Gull,67,Gull
2013-09-02,PNO,PURISIMA,SAND,Shorebird,8,SAND
2013-09-02,PNO,PURISIMA,SNPL,Shorebird,9,SNPL
2013-09-02,PNO,PURISIMA,WEGU,Gull,163,Gull
2013-09-02,SAN,NORTH,CAGU,Gull,5,Gull
2013-09-02,SAN,NORTH,HEEG,Gull,20,Gull
2013-09-02,SAN,NORTH,SAND,Shorebird,15,SAND
2013-09-02,SAN,NORTH,SNPL,Shorebird,78,SNPL
2013-09-02,SAN,NORTH,WEGU,Gull,31,Gull
2013-09-02,SHN,NORTH,CAGU,Gull,12,Gull
2013-09-02,SHN,NORTH,HEEG,Gull,238,Gull
2013-09-02,SHN,NORTH,SNPL,Shorebird,1,SNPL
2013-09-02,SHN,NORTH,WEGU,Gull,76,Gull
2013-09-02,SHS,NORTH,HEEG,Gull,70,Gull
2013-09-02,SHS,NORTH,WEGU,Gull,10,Gull
2013-09-02,SNO,SOUTH,CAGU,Gull,1,Gull
2013-09-02,SNO,SOUTH,HEEG,Gull,4,Gull
2013-09-02,SNO,SOUTH,SAND,Shorebird,28,SAND
2013-09-02,SNO,SOUTH,SNPL,Shorebird,205,SNPL
2013-09-02,SNO,SOUTH,WEGU,Gull,72,Gull
2013-09-02,SSO,SOUTH,SNPL,Shorebird,50,SNPL
2013-09-02,WAL,SOUTH,HEEG,Gull,1,Gull
2013-09-02,WAL,SOUTH,SAND,Shorebird,6,SAND
2013-09-02,WAL,SOUTH,SNPL,Shorebird,31,SNPL
2013-09-02,WAL,SOUTH,WEGU,Gull,68,Gull
2013-09-09,MIN,NORTH,CAGU,Gull,5,Gull
2013-09-09,MIN,NORTH,HEEG,Gull,275,Gull
2013-09-09,MIN,NORTH,WEGU,Gull,10,Gull
2013-09-09,PNO,PURISIMA,HEEG,Gull,10,Gull
2013-09-09,PNO,PURISIMA,SAND,Shorebird,400,SAND
2013-09-09,PNO,PURISIMA,SNPL,Shorebird,11,SNPL
2013-09-09,PNO,PURISIMA,WEGU,Gull,16,Gull
2013-09-09,SAN,NORTH,HEEG,Gull,69,Gull
2013-09-09,SAN,NORTH,SAND,Shorebird,6,SAND
2013-09-09,SAN,NORTH,SNPL,Shorebird,106,SNPL
2013-09-09,SAN,NORTH,WEGU,Gull,35,Gull
2013-09-09,SHN,NORTH,CAGU,Gull,17,Gull
2013-09-09,SHN,NORTH,HEEG,Gull,308,Gull
2013-09-09,SHN,NORTH,SAND,Shorebird,4,SAND
2013-09-09,SHN,NORTH,SNPL,Shorebird,10,SNPL
2013-09-09,SHN,NORTH,WEGU,Gull,6,Gull
2013-09-09,SHS,NORTH,CAGU,Gull,7,Gull
2013-09-09,SHS,NORTH,HEEG,Gull,40,Gull
2013-09-09,SHS,NORTH,SNPL,Shorebird,15,SNPL
2013-09-09,SHS,NORTH,WEGU,Gull,24,Gull
2013-09-09,SNO,SOUTH,HEEG,Gull,81,Gull
2013-09-09,SNO,SOUTH,SAND,Shorebird,100,SAND
2013-09-09,SNO,SOUTH,SNPL,Shorebird,145,SNPL
2013-09-09,SNO,SOUTH,WEGU,Gull,221,Gull
2013-09-09,WAL,SOUTH,CAGU,Gull,3,Gull
2013-09-09,WAL,SOUTH,SNPL,Shorebird,13,SNPL
2013-09-16,PNO,PURISIMA,HEEG,Gull,30,Gull
2013-09-16,PNO,PURISIMA,SAND,Shorebird,1300,SAND
2013-09-16,PNO,PURISIMA,SNPL,Shorebird,10,SNPL
2013-09-16,PNO,PURISIMA,WEGU,Gull,20,Gull
2013-09-16,SAN,NORTH,CAGU,Gull,18,Gull
2013-09-16,SAN,NORTH,HEEG,Gull,60,Gull
2013-09-16,SAN,NORTH,SAND,Shorebird,6,SAND
2013-09-16,SAN,NORTH,SNPL,Shorebird,92,SNPL
2013-09-16,SAN,NORTH,WEGU,Gull,77,Gull
2013-09-16,SHN,NORTH,HEEG,Gull,70,Gull
2013-09-16,SHN,NORTH,WEGU,Gull,2,Gull
2013-09-16,SHS,NORTH,SNPL,Shorebird,2,SNPL
2013-09-16,SNO,SOUTH,CAGU,Gull,15,Gull
2013-09-16,SNO,SOUTH,HEEG,Gull,15,Gull
2013-09-16,SNO,SOUTH,SAND,Shorebird,220,SAND
2013-09-16,SNO,SOUTH,SNPL,Shorebird,115,SNPL
2013-09-16,SNO,SOUTH,WEGU,Gull,50,Gull
2013-09-16,SSO,SOUTH,SNPL,Shorebird,1,SNPL
2013-09-16,WAL,SOUTH,CAGU,Gull,10,Gull
2013-09-16,WAL,SOUTH,HEEG,Gull,37,Gull
2013-09-16,WAL,SOUTH,WEGU,Gull,25,Gull
2013-09-23,MIN,NORTH,HEEG,Gull,20,Gull
2013-09-23,PNO,PURISIMA,SAND,Shorebird,2,SAND
2013-09-23,PNO,PURISIMA,WEGU,Gull,5,Gull
2013-09-23,SAN,NORTH,CAGU,Gull,30,Gull
2013-09-23,SAN,NORTH,HEEG,Gull,100,Gull
2013-09-23,SAN,NORTH,SAND,Shorebird,10,SAND
2013-09-23,SAN,NORTH,SNPL,Shorebird,64,SNPL
2013-09-23,SAN,NORTH,WEGU,Gull,3,Gull
2013-09-23,SHN,NORTH,HEEG,Gull,150,Gull
2013-09-23,SHN,NORTH,SNPL,Shorebird,1,SNPL
2013-09-23,SHN,NORTH,WEGU,Gull,2,Gull
2013-09-23,SHS,NORTH,SNPL,Shorebird,10,SNPL
2013-09-23,SNO,SOUTH,HEEG,Gull,3,Gull
2013-09-23,SNO,SOUTH,SAND,Shorebird,230,SAND
2013-09-23,SNO,SOUTH,SNPL,Shorebird,69,SNPL
2013-09-23,SNO,SOUTH,WEGU,Gull,69,Gull
2013-09-23,SSO,SOUTH,SNPL,Shorebird,21,SNPL
2013-09-23,WAL,SOUTH,CAGU,Gull,20,Gull
2013-09-23,WAL,SOUTH,HEEG,Gull,63,Gull
2013-09-23,WAL,SOUTH,SAND,Shorebird,6,SAND
2013-09-23,WAL,SOUTH,SNPL,Shorebird,32,SNPL
2013-09-23,WAL,SOUTH,WEGU,Gull,72,Gull
