ID_new,source,ID,Survey Week,Survey Date,Monitor Initials,Transect Block,Beach Section Initials,BEACH,Time,Males Individual,Females Individual,Unknown Individual,Pairs,Flock,Birds Checked,Banded,Juvenile,Chicks,Brood,Total,Sanity Check,Transect Block Notes,Poss Dup
9621,2011,1168,6/27/2011,7/1/2011,JKM,BOAT,SAN,NORTH,10:33,6,5,3,0,0,,,0,3,2,14,FALSE,"2 unk ch, 1 NB:OW ch",
9622,2011,1169,6/27/2011,7/1/2011,JKM,NARROWS,SAN,NORTH,9:54,7,3,3,0,0,,,3,0,0,16,FALSE,3 unb juv,
9623,2011,1170,6/27/2011,7/1/2011,JKM,COBBLE,PNO,PURISIMA,9:53,0,0,0,0,0,,,0,0,0,0,FALSE,,
9624,2011,1171,6/27/2011,7/1/2011,JKM,POCKET1,PNO,PURISIMA,9:40,0,0,0,0,0,,,0,0,0,0,FALSE,,
9625,2011,1172,6/27/2011,7/1/2011,JKM,POCKET2,PNO,PURISIMA,9:15,0,0,0,0,0,,,0,0,0,0,FALSE,,
9626,2011,1174,6/27/2011,7/1/2011,JKM,PURISIMACOL,PCO,PURISIMA,7:35,0,0,0,0,0,,,0,0,0,0,FALSE,On Colony Survey,
9627,2011,1175,6/27/2011,7/1/2011,JKM,TREX,SAN,NORTH,13:40,0,0,0,3,0,,,0,0,0,6,FALSE,,
9628,2011,326,6/27/2011,7/1/2011,TRC,MINOPEN,MIN,NORTH,7:03,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, mainly HEEG",
9629,2011,327,6/27/2011,7/1/2011,TRC,MINBORDER,MIN,NORTH,7:13,0,0,0,0,0,,,0,0,0,0,FALSE,wrack sparse,
9630,2011,328,6/27/2011,7/1/2011,TRC,TUVU,MIN,NORTH,7:40,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, mainly HEEG, 2 NOHAs",
9631,2011,329,6/27/2011,7/1/2011,TRC,ALLIGATOR,MIN,NORTH,7:50,1,3,0,0,0,,,0,0,0,4,FALSE,"wrack sparse, 1 F NOHA, M is GA:YW and Fs all unb, 1 live coyote",
9632,2011,330,6/27/2011,7/1/2011,TRC,CHEST,MIN,NORTH,7:55,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, all are HEEG, 1 WHIM",
9633,2011,331,6/27/2011,7/1/2011,TRC,ANCHOR,MIN,NORTH,8:01,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, all are HEEG",
9634,2011,332,6/27/2011,7/1/2011,TRC,SHCREEK,SHN,NORTH,8:07,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, creek flow almost stopped",
9635,2011,333,6/27/2011,7/1/2011,TRC,NEEDLE,SHN,NORTH,8:13,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, 1 HEEG, 1 RTHA",
9636,2011,334,6/27/2011,7/1/2011,TRC,BOINGI,SHN,NORTH,8:18,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, mixed gulls",
9637,2011,335,6/27/2011,7/1/2011,TRC,SCAFFOLDING,SHN,NORTH,8:26,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, mainly HEEG",
9638,2011,336,6/27/2011,7/1/2011,TRC,PIXIE,SHN,NORTH,8:42,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, mainly HEEG",
9639,2011,337,6/27/2011,7/1/2011,TRC,SEADRAGON,SHN,NORTH,8:52,0,1,0,0,0,,,0,0,0,1,FALSE,"wrack sparse, 1 RBGU, F unb, 0 SNPLs seen on sandsheet to E",
9640,2011,338,6/27/2011,7/1/2011,TRC,PILLOW,SHN,NORTH,9:37,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, dead marine mammal still resent and scavenged on",
9641,2011,339,6/27/2011,7/1/2011,TRC,CLUB,SHN,NORTH,9:41,1,6,1,0,0,,,0,0,0,8,FALSE,"wrack sparse, 3 RTHAs, GHOW tracks, 2 SNPLs on sandsheet to E, NO:NR M, NO:BR F, AY:RV F, B:G/Y F",
9642,2011,340,6/27/2011,7/1/2011,TRC,HOOF,SHN,NORTH,10:37,0,0,0,0,0,,,0,0,0,0,FALSE,wrack sparse,
9643,2011,341,6/27/2011,7/1/2011,TRC,TIRE,SHN,NORTH,11:00,0,0,1,0,0,,,0,0,0,1,FALSE,"wrack sparse, mainly HEEG",
9644,2011,342,6/27/2011,7/1/2011,TRC,THIRSTY,SHN,NORTH,11:05,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, mainly HEEG",
9645,2011,343,6/27/2011,7/1/2011,TRC,BOB,SHN,NORTH,11:10,0,0,0,0,0,,,0,0,0,0,FALSE,wrack sparse,
9646,2011,344,6/27/2011,7/1/2011,TRC,ROLLINGROCK,SHN,NORTH,11:24,0,0,0,1,0,,,0,0,0,2,FALSE,"wrack sparse, mainly HEEG, pair is unb",
9647,2011,345,6/27/2011,7/1/2011,TRC,SHSSTART,SHS,NORTH,11:36,0,2,0,0,0,,,0,0,0,2,FALSE,"wrack sparse, mainly HEEG, Fs unb, many tracks in S end but no ch seen",
9648,2011,346,6/27/2011,7/1/2011,TRC,RAINBOWSPIN,SHS,NORTH,11:47,0,1,0,1,0,,,1,1,1,4,FALSE,"wrack sparse, mainly HEEG, unb F, pair with ch, 1 fl NR:WW, 1 TUVU",
9649,2011,347,6/27/2011,7/1/2011,TRC,BUOYFARM,SHS,NORTH,11:57,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, mainly HEEG",
9650,2011,348,6/27/2011,7/1/2011,TRC,RUPAUL,SHS,NORTH,12:03,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, mainly HEEG",
9651,2011,349,6/27/2011,7/1/2011,TRC,MINIDUMP,SHS,NORTH,12:10,1,0,0,0,0,,,2,0,0,3,FALSE,"wrack sparse, mainly HEEG, pair with ch possibly resighted, M unb, 2 NR:WW fledges",
9652,2011,350,6/27/2011,7/1/2011,TRC,OJ,SHS,NORTH,12:26,0,0,0,0,0,,,0,0,0,0,FALSE,wrack sparse,
9653,2011,351,6/27/2011,7/1/2011,TRC,BOTTLEBUOY,SHS,NORTH,12:34,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, mainly HEEG, 1 lone RBGU",
9654,2011,352,6/27/2011,7/1/2011,TRC,MOLE,SHS,NORTH,12:46,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, mainly HEEG",
9655,2011,353,6/27/2011,7/1/2011,TRC,BOTTLELOG,SHS,NORTH,12:52,0,1,0,0,0,,,0,0,0,1,FALSE,"wrack sparse, mainly HEEG",
9656,2011,354,6/27/2011,7/1/2011,TRC,TRILOG,SHS,NORTH,12:59,0,1,0,0,0,,,0,0,0,1,FALSE,"wrack sparse, mainly HEEG, unb F",
9657,2011,355,6/27/2011,7/1/2011,TRC,SHSEND,SAN,NORTH,13:09,0,2,0,0,0,,,0,0,0,2,FALSE,"wrack sparse, Fs unb, watched 1 HEEG cough up pellet",
9658,2011,356,6/27/2011,7/1/2011,TRC,ARROWHEAD,SAN,NORTH,13:26,1,1,0,0,0,,,1,0,0,3,FALSE,"wrack sparse, 1 RBGU, 1 banded M with unb Fl, F unb",
9659,2011,357,6/27/2011,7/1/2011,TRC,L13BUOY,SAN,NORTH,13:33,2,0,0,0,0,,,0,2,1,2,FALSE,"wrack sparse, mainly HEEG, M unb, 2 med ch",
9660,2011,358,6/27/2011,7/1/2011,TRC,NICEPERCH,SAN,NORTH,13:39,0,0,0,0,0,,,0,0,0,0,FALSE,"wrack sparse, same flock gulls",
9661,2011,359,6/27/2011,7/1/2011,TRC,TOMBSTONE,SAN,NORTH,13:47,4,4,0,0,0,,,4,0,0,12,FALSE,"wrack sparse, same flock gulls, 1 bamded M, 1 unb M, 2 unknown Ms, 1 unb F, 2 unknown Fs, (G-:--)? F, 4 Fledges, end at Trex at 1356",
9662,2011,1176,7/4/2011,7/8/2011,JKM,TREX,SAN,NORTH,14:02,0,1,0,0,0,,,0,0,0,1,FALSE,,
9663,2011,1177,7/4/2011,7/8/2011,JKM,GEEK,SAN,NORTH,13:58,4,4,0,0,0,,,0,0,0,8,FALSE,banded F,
9664,2011,1178,7/4/2011,7/8/2011,JKM,DEADBUG,SAN,NORTH,13:50,6,6,0,0,0,,,0,0,0,12,FALSE,NO:OG F,
9665,2011,1179,7/4/2011,7/8/2011,JKM,TEETER,SAN,NORTH,13:40,8,1,0,0,0,,,1,0,0,10,FALSE,"1 unb juv, 1 banded unk, (NY:GR?) M, GG:VB F",
9666,2011,1180,7/4/2011,7/8/2011,JKM,SHORTRIBS,SAN,NORTH,13:34,3,1,0,0,0,,,0,0,1,4,FALSE,broody behavior,
9667,2011,1181,7/4/2011,7/8/2011,JKM,ELEPHGRAVE,SAN,NORTH,13:30,5,0,0,0,0,,,0,0,1,5,FALSE,"broody behavior, NB:AG M",
9668,2011,1182,7/4/2011,7/8/2011,JKM,STIX,SAN,NORTH,13:25,3,1,0,0,0,,,0,0,1,4,FALSE,broody behavior,
9669,2011,1183,7/4/2011,7/8/2011,JKM,JUGHEAD,SAN,NORTH,13:19,0,0,0,1,0,,,0,0,0,2,FALSE,,
9670,2011,1184,7/4/2011,7/8/2011,JKM,TRASH,SAN,NORTH,13:12,2,2,0,1,0,,,0,0,1,6,FALSE,"unb pair,broody behavior",
9671,2011,1185,7/4/2011,7/8/2011,JKM,PICKUPSTIX,SAN,NORTH,12:58,0,0,0,0,0,,,2,0,0,2,FALSE,,
9672,2011,1186,7/4/2011,7/8/2011,JKM,WISHBONE,SAN,NORTH,12:52,2,4,0,0,0,,,0,0,0,6,FALSE,,
9673,2011,1187,7/4/2011,7/8/2011,JKM,GROSS,SAN,NORTH,12:35,3,2,0,0,0,,,1,0,0,6,FALSE,1 unb juv,
9674,2011,1188,7/4/2011,7/8/2011,JKM,TURTLE,SAN,NORTH,11:45,4,3,0,0,0,,,1,0,0,8,FALSE,GA:OR F,
9675,2011,1189,7/4/2011,7/8/2011,JKM,BOAT,SAN,NORTH,11:34,2,1,0,0,0,,,1,0,1,4,FALSE,"1 unb juv, broody behavior",
9676,2011,1190,7/4/2011,7/8/2011,JKM,NARROWS,SAN,NORTH,11:04,3,5,0,0,0,,,2,0,0,10,FALSE,"2 unb juv, broody behavior",
9677,2011,1191,7/4/2011,7/8/2011,JKM,COBBLE,PNO,PURISIMA,11:00,0,0,0,0,0,,,0,0,0,0,FALSE,,
9678,2011,1192,7/4/2011,7/8/2011,JKM,POCKET1,PNO,PURISIMA,10:34,0,0,0,0,0,,,0,0,0,0,FALSE,,
9679,2011,1193,7/4/2011,7/8/2011,JKM,POCKET2,PNO,PURISIMA,10:07,0,0,0,0,0,,,0,0,0,0,FALSE,,
9680,2011,1194,7/4/2011,7/8/2011,JKM,PURISIMACOL,PCO,PURISIMA,8:30,0,0,0,0,0,,,0,0,0,0,FALSE,On Colony Survey,
9681,2011,747,7/4/2011,7/8/2011,RBB,WALL OPEN,WAL,SOUTH,13:56,0,0,0,0,0,,,0,0,0,0,FALSE,,
9682,2011,748,7/4/2011,7/8/2011,RBB,WALLBORDER,WAL,SOUTH,13:50,0,0,0,0,0,,,0,0,0,0,FALSE,,
9683,2011,749,7/4/2011,7/8/2011,RBB,WALLBORDER,WAL,SOUTH,13:55,2,2,0,0,0,,,1,0,0,5,FALSE,1 NB:WW (mid)  juv,
9684,2011,750,7/4/2011,7/8/2011,RBB,WILLOW,WAL,SOUTH,13:46,0,1,0,0,0,,,0,0,0,1,FALSE,,
9685,2011,751,7/4/2011,7/8/2011,RBB,CANON,WAL,SOUTH,13:41,1,0,0,1,0,,,0,0,0,3,FALSE,,
9686,2011,752,7/4/2011,7/8/2011,RBB,BEACH FUZZ,WAL,SOUTH,13:35,0,1,0,0,0,,,0,0,0,1,FALSE,,
9687,2011,753,7/4/2011,7/8/2011,RBB,KNOT,WAL,SOUTH,13:30,2,2,0,0,0,,,0,0,0,4,FALSE,,
9688,2011,754,7/4/2011,7/8/2011,RBB,LEG,WAL,SOUTH,13:27,0,0,0,0,0,,,0,0,0,0,FALSE,,
9689,2011,755,7/4/2011,7/8/2011,RBB,TP,WAL,SOUTH,13:20,0,0,0,1,0,,,0,0,0,2,FALSE,,
9690,2011,756,7/4/2011,7/8/2011,RBB,LOUNGE,WAL,SOUTH,13:15,0,0,0,2,0,,,0,0,0,4,FALSE,,
9691,2011,757,7/4/2011,7/8/2011,RBB,LOUNGE,WAL,SOUTH,13:13,2,1,0,0,0,,,0,0,0,3,FALSE,,
9692,2011,758,7/4/2011,7/8/2011,RBB,SPLITLOG,WAL,SOUTH,13:05,3,1,0,0,0,,,0,0,0,4,FALSE,,
9693,2011,759,7/4/2011,7/8/2011,RBB,CIGAR,WAL,SOUTH,12:50,3,1,0,0,0,,,0,0,0,4,FALSE,,
9694,2011,760,7/4/2011,7/8/2011,RBB,BOWL,WAL,SOUTH,12:45,1,1,0,0,0,,,0,0,0,2,FALSE,,
9695,2011,761,7/4/2011,7/8/2011,RBB,TIKI,WAL,SOUTH,12:39,2,2,0,0,0,,,0,0,0,4,FALSE,,
9696,2011,762,7/4/2011,7/8/2011,RBB,TIP,SNO,SOUTH,11:50,1,1,0,1,0,,,0,0,0,4,FALSE,,
9697,2011,763,7/4/2011,7/8/2011,RBB,PILE,SNO,SOUTH,11:42,1,1,0,0,0,,,0,0,0,2,FALSE,,
9698,2011,764,7/4/2011,7/8/2011,RBB,FORK,SNO,SOUTH,11:38,1,0,0,0,0,,,0,0,0,1,FALSE,,
9699,2011,765,7/4/2011,7/8/2011,RBB,TOTEM,SNO,SOUTH,11:28,3,4,0,1,0,,,0,0,0,9,FALSE,,
9700,2011,766,7/4/2011,7/8/2011,RBB,BOJUM,SNO,SOUTH,11:15,0,1,0,1,0,,,0,0,0,3,FALSE,,
9701,2011,767,7/4/2011,7/8/2011,RBB,BUOY,SNO,SOUTH,11:09,1,1,0,0,0,,,0,0,0,2,FALSE,,
9702,2011,768,7/4/2011,7/8/2011,RBB,NSURFOPEN,SNO,SOUTH,10:41,5,4,0,4,0,,,5,0,0,22,FALSE,5 juveniles NB:AY,
9703,2011,769,7/4/2011,7/8/2011,RBB,SSURFCLOSED,SNO,SOUTH,10:38,0,1,0,1,0,,,0,0,0,3,FALSE,,
9704,2011,770,7/4/2011,7/8/2011,RBB,SSURFCLOSED,SNO,SOUTH,10:33,0,0,0,0,0,,,0,0,0,0,FALSE,,
9705,2011,771,7/4/2011,7/8/2011,RBB,SIGN,SNO,SOUTH,10:27,1,2,0,2,0,,,0,0,0,7,FALSE,,
9706,2011,772,7/4/2011,7/8/2011,RBB,PAINT,SNO,SOUTH,10:18,3,1,0,1,0,,,0,0,0,6,FALSE,,
9707,2011,773,7/4/2011,7/8/2011,RBB,FORT,SNO,SOUTH,10:14,0,1,0,1,0,,,0,0,0,3,FALSE,,
9708,2011,774,7/4/2011,7/8/2011,RBB,PTRASH,SNO,SOUTH,10:10,0,0,1,0,0,,,0,0,0,1,FALSE,,
9709,2011,775,7/4/2011,7/8/2011,RBB,STOOL,SNO,SOUTH,10:07,3,1,0,2,0,,,2,0,0,10,FALSE,,
9710,2011,776,7/4/2011,7/8/2011,RBB,DROOP,SNO,SOUTH,10:00,0,0,0,1,0,,,0,0,0,2,FALSE,,
9711,2011,777,7/4/2011,7/8/2011,RBB,DROOP,SNO,SOUTH,9:53,0,0,0,0,0,,,0,0,0,0,FALSE,HEEG,
9712,2011,778,7/4/2011,7/8/2011,RBB,DRIFTWOOD,SNO,SOUTH,9:52,3,1,0,0,0,,,1,0,0,5,FALSE,"1 juv, HEEG",
9713,2011,779,7/4/2011,7/8/2011,RBB,DRIFTWOOD,SNO,SOUTH,9:50,0,0,0,0,0,,,0,0,0,0,FALSE,,
9714,2011,780,7/4/2011,7/8/2011,RBB,BORDER TRAIL,SSO,SOUTH,9:47,1,0,0,1,0,,,0,0,0,3,FALSE,,
9715,2011,781,7/4/2011,7/8/2011,RBB,METEOR,SSO,SOUTH,9:41,0,0,0,1,0,,,0,0,0,2,FALSE,,
9716,2011,782,7/4/2011,7/8/2011,RBB,STUMP,SSO,SOUTH,9:39,0,0,0,0,0,,,0,0,0,0,FALSE,,
9717,2011,783,7/4/2011,7/8/2011,RBB,PEBBLE,SSO,SOUTH,9:25,1,0,0,0,0,,,0,0,0,1,FALSE,,
9718,2011,784,7/4/2011,7/8/2011,RBB,SQUID,SSO,SOUTH,9:22,0,0,0,0,0,,,0,0,0,0,FALSE,,
9719,2011,785,7/4/2011,7/8/2011,RBB,ELEPHANTSEAL,SSO,SOUTH,9:22,0,0,0,0,0,,,0,0,0,0,FALSE,HEEG,
9720,2011,786,7/4/2011,7/8/2011,RBB,WITCH,SSO,SOUTH,9:12,1,0,0,0,0,,,0,0,0,1,FALSE,HEEG,
9721,2011,787,7/4/2011,7/8/2011,RBB,CAMP,SSO,SOUTH,9:06,1,0,0,0,0,,,0,0,0,1,FALSE,"HEEG, WEGU",
9722,2011,788,7/4/2011,7/8/2011,RBB,OBVIOUSLOG,SSO,SOUTH,9:05,0,0,0,0,0,,,0,0,0,0,FALSE,"HEEG, WEGU",
9723,2011,789,7/4/2011,7/8/2011,RBB,4303BUOY,SSO,SOUTH,8:58,2,1,0,0,0,,,0,0,0,3,FALSE,HEEG,
9724,2011,790,7/4/2011,7/8/2011,RBB,ROCKBLUE,SSO,SOUTH,8:54,0,0,0,0,0,,,0,0,0,0,FALSE,WEGU,
9725,2011,791,7/4/2011,7/8/2011,RBB,FINGER,SSO,SOUTH,8:50,0,0,0,0,0,,,0,0,0,0,FALSE,WEGU,
9726,2011,792,7/4/2011,7/8/2011,RBB,GRANDCANYON,SSO,SOUTH,8:48,1,0,0,0,0,,,0,0,0,1,FALSE,WEGU,
9727,2011,793,7/4/2011,7/8/2011,RBB,GRANDCANYON,SSO,SOUTH,8:41,1,1,0,0,0,,,0,0,0,2,FALSE,,
9728,2011,794,7/4/2011,7/8/2011,RBB,AMPHITHEATRE,SSO,SOUTH,8:31,1,0,0,1,0,,,0,0,0,3,FALSE,,
9729,2011,795,7/4/2011,7/8/2011,RBB,UTAH,SSO,SOUTH,8:25,0,1,0,0,0,,,0,0,0,1,FALSE,MIX GULL,
9730,2011,796,7/4/2011,7/8/2011,RBB,ICELAVA,SSO,SOUTH,8:15,2,3,0,2,0,,,0,0,0,9,FALSE,HEEG,
9731,2011,797,7/4/2011,7/8/2011,RBB,ICELAVA,SSO,SOUTH,8:05,0,0,0,1,0,,,0,0,0,2,FALSE,,
9732,2011,798,7/4/2011,7/8/2011,RBB,DISC,SSO,SOUTH,8:00,2,2,0,0,0,,,0,0,0,4,FALSE,WEGU,
9733,2011,799,7/4/2011,7/8/2011,RBB,ENDCOVE,SSO,SOUTH,7:50,0,1,0,1,0,,,0,0,0,3,FALSE,HEEG,
9734,2011,360,7/4/2011,7/8/2011,TRC,MINOPEN,MIN,NORTH,7:09,0,0,0,0,0,,,0,0,0,0,FALSE,"Moderate wrack, mainly HEEG",
9735,2011,361,7/4/2011,7/8/2011,TRC,MINBORDER,MIN,NORTH,7:19,0,2,0,0,0,,,0,0,0,2,FALSE,"Moderate wrack, mainly HEEG, trespasser tracks, 4 BRPEs, Fs unb.",
9736,2011,362,7/4/2011,7/8/2011,TRC,TUVU,MIN,NORTH,7:55,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG",
9737,2011,363,7/4/2011,7/8/2011,TRC,ALLIGATOR,MIN,NORTH,7:59,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG",
9738,2011,364,7/4/2011,7/8/2011,TRC,CHEST,MIN,NORTH,8:02,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, 2 HEEG",
9739,2011,365,7/4/2011,7/8/2011,TRC,ANCHOR,MIN,NORTH,8:10,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG",
9740,2011,366,7/4/2011,7/8/2011,TRC,SHCREEK,SHN,NORTH,8:17,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG, tide came up to foredunes",
9741,2011,367,7/4/2011,7/8/2011,TRC,NEEDLE,SHN,NORTH,8:22,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG, tide came up to foredunes",
9742,2011,368,7/4/2011,7/8/2011,TRC,BOINGI,SHN,NORTH,8:27,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG",
9743,2011,369,7/4/2011,7/8/2011,TRC,SCAFFOLDING,SHN,NORTH,8:34,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG",
9744,2011,370,7/4/2011,7/8/2011,TRC,PIXIE,SHN,NORTH,8:40,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, 5 MALL",
9745,2011,371,7/4/2011,7/8/2011,TRC,SEADRAGON,SHN,NORTH,8:49,0,0,1,0,0,,,0,0,0,1,FALSE,"Sparse wrack, mainly HEEG",
9746,2011,372,7/4/2011,7/8/2011,TRC,PILLOW,SHN,NORTH,9:15,1,0,1,0,0,,,0,2,1,2,FALSE,"Sparse wrack, mainly HEEG, 2 unb ch with M (p[oss. Unb) SHN026",
9747,2011,373,7/4/2011,7/8/2011,TRC,CLUB,SHN,NORTH,9:57,0,2,0,0,0,,,0,0,0,2,FALSE,"Sparse wrack, mainly HEEG, 1 banded F, 1 unknown F",
9748,2011,374,7/4/2011,7/8/2011,TRC,HOOF,SHN,NORTH,10:12,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG",
9749,2011,375,7/4/2011,7/8/2011,TRC,TIRE,SHN,NORTH,10:18,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, 1 HEEG, 1 RBGU",
9750,2011,376,7/4/2011,7/8/2011,TRC,THIRSTY,SHN,NORTH,10:24,0,0,0,0,0,,,0,0,0,0,FALSE,Sparse wrack,
9751,2011,377,7/4/2011,7/8/2011,TRC,BOB,SHN,NORTH,10:30,1,1,0,0,0,,,0,0,0,2,FALSE,"Sparse wrack, 1 unb M, NW:OG F, old dead BRPE",
9752,2011,378,7/4/2011,7/8/2011,TRC,ROLLINGROCK,SHN,NORTH,10:46,1,2,0,1,0,,,0,0,0,5,FALSE,"Sparse wrack, 1 unb M, 1 unb F, W:A F, unb pair",
9753,2011,379,7/4/2011,7/8/2011,TRC,SHSSTART,SHS,NORTH,10:59,4,1,0,0,0,,,0,0,0,5,FALSE,"Sparse wrack, mainly HEEG, all SNPLs unb act like ch around",
9754,2011,380,7/4/2011,7/8/2011,TRC,RAINBOWSPIN,SHS,NORTH,11:09,0,1,0,0,0,,,0,0,0,1,FALSE,"Sparse wrack, mainly HEEG, unb F, dead marine mammal old and buried",
9755,2011,381,7/4/2011,7/8/2011,TRC,BUOYFARM,SHS,NORTH,11:15,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG",
9756,2011,382,7/4/2011,7/8/2011,TRC,RUPAUL,SHS,NORTH,11:23,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG",
9757,2011,383,7/4/2011,7/8/2011,TRC,MINIDUMP,SHS,NORTH,11:39,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG, (BAOW)? Tracks",
9758,2011,384,7/4/2011,7/8/2011,TRC,OJ,SHS,NORTH,11:48,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, (BAOW)? Tracks",
9759,2011,385,7/4/2011,7/8/2011,TRC,BOTTLEBUOY,SHS,NORTH,11:58,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mixed gull spp",
9760,2011,386,7/4/2011,7/8/2011,TRC,MOLE,SHS,NORTH,12:07,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG, raccoon tracks",
9761,2011,387,7/4/2011,7/8/2011,TRC,BOTTLELOG,SHS,NORTH,12:13,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG",
9762,2011,388,7/4/2011,7/8/2011,TRC,TRILOG,SHS,NORTH,12:27,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG, raccoon tracks",
9763,2011,389,7/4/2011,7/8/2011,TRC,SHSEND,SAN,NORTH,12:38,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG, raccoon tracks",
9764,2011,390,7/4/2011,7/8/2011,TRC,ARROWHEAD,SAN,NORTH,12:48,1,0,0,0,0,,,1,0,0,2,FALSE,"Sparse wrack, 12 RBGU, 1 Fledge",
9765,2011,391,7/4/2011,7/8/2011,TRC,L13BUOY,SAN,NORTH,12:53,1,1,0,0,0,,,0,3,1,2,FALSE,"Sparse wrack, 3 HEEG, F unb, 3 med/lg ch, ch move N away from gulls",
9766,2011,392,7/4/2011,7/8/2011,TRC,NICEPERCH,SAN,NORTH,13:00,0,0,0,0,0,,,0,0,0,0,FALSE,"Sparse wrack, mainly HEEG, area is taken over by gulls",
9767,2011,393,7/4/2011,7/8/2011,TRC,TOMBSTONE,SAN,NORTH,13:04,0,2,0,0,0,,,0,0,0,2,FALSE,"Sparse wrack, mainly HEEG, F NOHA, F unb and F unknown, end at Trex at 1312",
9768,2011,800,7/11/2011,7/14/2011,RBB,TIP,SNO,SOUTH,12:20,1,1,0,0,0,,,0,0,0,2,FALSE,,
9769,2011,801,7/11/2011,7/14/2011,RBB,PILE,SNO,SOUTH,12:15,0,0,0,1,0,,,0,0,0,2,FALSE,,
9770,2011,802,7/11/2011,7/14/2011,RBB,FORK,SNO,SOUTH,12:12,0,3,0,1,0,,,0,0,0,5,FALSE,,
9771,2011,803,7/11/2011,7/14/2011,RBB,TOTEM,SNO,SOUTH,12:08,0,0,0,0,0,,,0,0,0,0,FALSE,,
9772,2011,804,7/11/2011,7/14/2011,RBB,BOJUM,SNO,SOUTH,12:00,0,0,0,0,0,,,0,0,0,0,FALSE,,
9773,2011,805,7/11/2011,7/14/2011,RBB,BUOY,SNO,SOUTH,11:45,0,0,0,0,0,,,0,0,0,0,FALSE,,
9774,2011,806,7/11/2011,7/14/2011,RBB,NSURFOPEN,SNO,SOUTH,11:37,8,15,0,0,0,,,4,0,0,27,FALSE,"4 juveniles, BB:AY J",
9775,2011,807,7/11/2011,7/14/2011,RBB,SSURFCLOSED,SNO,SOUTH,11:36,0,0,0,0,0,,,0,0,0,0,FALSE,,
9776,2011,808,7/11/2011,7/14/2011,RBB,SSURFCLOSED,SNO,SOUTH,11:35,0,0,0,2,0,,,0,0,0,4,FALSE,,
9777,2011,809,7/11/2011,7/14/2011,RBB,SIGN,SNO,SOUTH,11:30,0,0,0,1,0,,,0,0,0,2,FALSE,,
9778,2011,810,7/11/2011,7/14/2011,RBB,PAINT,SNO,SOUTH,11:25,0,0,0,0,0,,,0,0,0,0,FALSE,,
9779,2011,811,7/11/2011,7/14/2011,RBB,FORT,SNO,SOUTH,11:20,0,1,0,1,0,,,0,0,0,3,FALSE,,
9780,2011,812,7/11/2011,7/14/2011,RBB,TRASH,SAN,NORTH,11:15,1,0,0,0,0,,,0,0,0,1,FALSE,,
9781,2011,813,7/11/2011,7/14/2011,RBB,STOOL,SNO,SOUTH,11:10,0,0,0,0,0,,,0,0,0,0,FALSE,,
9782,2011,814,7/11/2011,7/14/2011,RBB,DROOP,SNO,SOUTH,11:00,1,1,0,0,0,,,0,0,0,2,FALSE,,
9783,2011,815,7/11/2011,7/14/2011,RBB,DROOP,SNO,SOUTH,10:51,0,0,0,0,0,,,0,0,0,0,FALSE,,
