ID,Survey Date,Monitor Initials,Transect Block,Time,Males Individual,Total Male,Females Individual,Total Female,Unknown Individual,Pairs,Flock,Birds Checked,Banded,Juvenile,Chicks,Brood,Coyote Tracks,Pig Tracks,Raccoon Tracks,Wrack,Seagrass,Wrack Assessed,Wrack Exclude,Transect Block Notes,Proofed
5033,10/18/2016,LAH,ROLLINGROCK,10:41,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5034,10/18/2016,LAH,SHSSTART,10:44,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5035,10/18/2016,LAH,RAINBOWSPIN,10:52,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5036,10/18/2016,LAH,BUOYFARM,10:56,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5037,10/18/2016,LAH,RUPAUL,10:59,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5038,10/18/2016,LAH,MINIDUMP,11:03,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5039,10/18/2016,LAH,OJ,11:05,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5040,10/18/2016,LAH,BOTTLEBUOY,11:07,0,0,0,0,2,0,2,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5041,10/18/2016,LAH,MOLE,11:13,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5042,10/18/2016,LAH,BOTTLELOG,11:16,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5043,10/18/2016,LAH,TRILOG,11:20,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5044,10/18/2016,LAH,SHSEND,11:30,0,0,0,0,2,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5045,10/18/2016,LAH,ARROWHEAD,11:37,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5046,10/18/2016,LAH,L13BUOY,11:40,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5047,10/18/2016,LAH,NICEPERCH,11:42,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5048,10/18/2016,LAH,TOMBSTONE,11:44,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5051,10/18/2016,JKM,ICELAVA,12:13,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,,TRUE
5052,10/18/2016,JKM,DISC,12:17,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"scanned, narrow beach, 0 SNPL",TRUE
5053,10/18/2016,JKM,ENDCOVE,12:18,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"scanned, narrow beach, 0 SNPL",TRUE
5054,9/23/2016,ELR,JALAMA BEACH,9:10,0,0,0,0,102,0,102,,,0,0,0,FALSE,FALSE,FALSE,.5,TRUE,FALSE,FALSE,,TRUE
5055,11/24/2016,JLH,JALAMA BEACH,9:32,,0,,0,80,,80,,,,,,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,,TRUE
5056,11/29/2016,JLH,MINOPEN,12:28,0,0,0,0,7,0,7,,,0,0,0,FALSE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5057,11/29/2016,JLH,MINBORDER,12:23,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5058,11/29/2016,JLH,TUVU,12:21,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5059,11/29/2016,JLH,ALLIGATOR,12:19,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
5060,11/29/2016,JLH,CHEST,12:14,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5061,11/29/2016,JLH,ANCHOR,12:10,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5062,11/29/2016,JLH,SHCREEK,12:00,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
5063,11/29/2016,JLH,NEEDLE,11:56,0,0,0,0,1,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5064,11/29/2016,JLH,BOINGI,11:53,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5065,11/29/2016,JLH,SCAFFOLDING,11:48,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5066,11/29/2016,JLH,PIXIE,11:42,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5067,11/29/2016,JLH,SEADRAGON,11:36,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5068,11/29/2016,JLH,PILLOW,11:32,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5069,11/29/2016,JLH,CLUB,11:24,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5070,11/29/2016,JLH,HOOF,11:20,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5071,11/29/2016,JLH,TIRE,11:11,0,0,0,0,1,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5072,11/29/2016,JLH,THIRSTY,11:07,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5073,11/29/2016,JLH,BOB,11:02,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5074,11/29/2016,JLH,ROLLINGROCK,10:50,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5075,11/29/2016,JLH,SHSSTART,10:45,0,0,0,0,1,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5076,11/29/2016,JLH,RAINBOWSPIN,10:41,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5077,11/29/2016,JLH,BUOYFARM,10:36,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5078,11/29/2016,JLH,RUPAUL,10:34,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5079,11/29/2016,JLH,MINIDUMP,10:28,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5080,11/29/2016,JLH,OJ,10:23,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5081,11/29/2016,JLH,BOTTLEBUOY,10:07,1,1,0,0,13,0,12,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5082,11/29/2016,JLH,MOLE,10:04,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5083,11/29/2016,JLH,BOTTLELOG,9:58,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5084,11/29/2016,JLH,TRILOG,9:53,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5085,11/29/2016,JLH,SHSEND,9:41,0,0,0,0,10,0,10,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5086,11/29/2016,JLH,ARROWHEAD,9:39,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5087,11/29/2016,JLH,L13BUOY,9:36,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5088,11/29/2016,JLH,NICEPERCH,9:34,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5089,11/29/2016,JLH,TOMBSTONE,9:32,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5090,11/29/2016,JLH,TREX,9:30,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5091,12/26/2016,JLH,JALAMA BEACH,10:32,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,many people and loose dogs,TRUE
5092,12/28/2016,JKM,NSURFOPEN,11:09,4,4,,0,4,,8,,,,,,FALSE,FALSE,FALSE,0-1,FALSE,FALSE,FALSE,,TRUE
5093,12/28/2016,JKM,SSURFCLOSED,11:06,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5094,12/28/2016,JKM,SIGN,11:03,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,,TRUE
5095,12/28/2016,JKM,PAINT,11:01,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5096,12/28/2016,ELR,GEEK,9:40,2,2,0,0,3,0,5,,,0,0,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,Birds obs by JLH at 1142 flying GEEK to TREX,TRUE
5097,12/28/2016,ELR,DEADBUG,9:46,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5098,12/28/2016,ELR,TEETER,9:53,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,.5,TRUE,FALSE,FALSE,,TRUE
5099,12/28/2016,ELR,SHORTRIBS,9:57,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,.5,TRUE,FALSE,FALSE,,TRUE
5100,12/28/2016,ELR,ELEPHGRAVE,10:00,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,.5,TRUE,FALSE,FALSE,,TRUE
5101,12/28/2016,ELR,STIX,10:03,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,.5,TRUE,FALSE,FALSE,,TRUE
5102,12/28/2016,ELR,JUGHEAD,10:06,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,.5,TRUE,FALSE,FALSE,,TRUE
5103,12/28/2016,ELR,TRASH,10:09,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,.5,TRUE,FALSE,FALSE,,TRUE
5104,12/28/2016,ELR,PICKUPSTIX,10:13,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5105,12/28/2016,ELR,WISHBONE,10:16,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,.5,FALSE,FALSE,FALSE,,TRUE
5106,12/28/2016,ELR,GROSS,10:20,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,.5,FALSE,FALSE,FALSE,,TRUE
5107,12/28/2016,ELR,TURTLE,10:25,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,.5,TRUE,FALSE,FALSE,,TRUE
5108,12/28/2016,ELR,BOAT,10:32,0,0,0,0,2,0,0,,,0,0,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5109,12/28/2016,ELR,NARROWS,10:40,0,0,0,0,3,0,0,,,0,0,0,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5110,12/28/2016,ELR,COBBLE,11:00,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5111,12/28/2016,ELR,POCKET1,11:05,0,0,0,0,2,0,0,,,0,0,0,FALSE,FALSE,FALSE,.5,FALSE,FALSE,FALSE,,TRUE
5112,12/28/2016,ELR,POCKET2,11:20,0,0,0,0,4,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5113,12/28/2016,ELR,PURISIMACOL,11:45,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5114,12/28/2016,LAH,WALL OPEN,11:08,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0-1,FALSE,FALSE,FALSE,,TRUE
5115,12/28/2016,LAH,WALLBORDER,11:00,1,1,0,0,3,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5116,12/28/2016,LAH,WILLOW,10:55,1,1,0,0,2,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5117,12/28/2016,LAH,CANON,10:50,1,1,0,0,1,0,0,,,0,0,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5118,12/28/2016,LAH,BEACH FUZZ,10:46,0,0,0,0,4,0,0,,,0,0,0,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
5119,12/28/2016,LAH,KNOT,10:39,0,0,0,0,3,0,0,,,0,0,0,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
5120,12/28/2016,LAH,LEG,10:33,0,0,0,0,2,0,0,,,0,0,0,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
5121,12/28/2016,LAH,TP,10:31,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
5122,12/28/2016,LAH,LOUNGE,10:27,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5123,12/28/2016,LAH,SPLITLOG,10:24,0,0,0,0,3,0,0,,,0,0,0,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
5124,12/28/2016,LAH,CIGAR,10:20,0,0,0,0,2,0,0,,,0,0,0,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
5125,12/28/2016,LAH,BOWL,10:17,0,0,0,0,2,0,0,,,0,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
5126,12/28/2016,LAH,TIKI,10:12,0,0,0,0,3,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5127,12/28/2016,LAH,TIP,10:07,2,2,0,0,7,0,9,,,0,0,0,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
5128,12/28/2016,LAH,PILE,10:02,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5129,12/28/2016,LAH,FORK,9:53,2,2,0,0,18,0,20,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5130,12/28/2016,LAH,TOTEM,9:48,1,1,0,0,7,0,8,,,0,0,0,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,,TRUE
5131,12/28/2016,LAH,BOJUM,9:44,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,,TRUE
5132,12/28/2016,LAH,BUOY,9:39,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,,TRUE
5137,12/28/2016,JKM,FORT,11:00,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,scoured,TRUE
5138,12/28/2016,JKM,PTRASH,10:57,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5139,12/28/2016,JKM,STOOL,10:55,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5140,12/28/2016,JKM,DROOP,10:52,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5141,12/28/2016,JKM,DRIFTWOOD,10:44,1,1,,0,,,,,,,,,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,,TRUE
5142,12/28/2016,JKM,BORDER TRAIL,10:40,,0,,0,1,,,,,,,,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,,TRUE
5143,12/28/2016,JKM,METEOR,10:12,4,4,,0,14,,18,,,,,,FALSE,FALSE,FALSE,0-1,FALSE,FALSE,FALSE,,TRUE
5144,12/28/2016,JKM,STUMP,10:09,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5145,12/28/2016,JKM,PEBBLE,10:07,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5146,12/28/2016,JKM,SQUID,10:04,,0,,0,2,,,,,,,,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5147,12/28/2016,JKM,ELEPHANTSEAL,10:02,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5148,12/28/2016,JKM,WITCH,9:59,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5149,12/28/2016,JKM,CAMP,9:57,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5150,12/28/2016,JKM,OBVIOUSLOG,9:54,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5151,12/28/2016,JKM,4303BUOY,9:53,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5152,12/28/2016,JKM,ROCKBLUE,9:49,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5153,12/28/2016,JKM,FINGER,9:48,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5154,12/28/2016,JKM,GRANDCANYON,9:43,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5155,12/28/2016,JKM,AMPHITHEATRE,9:41,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,0-1,FALSE,FALSE,FALSE,,TRUE
5156,12/28/2016,JKM,UTAH,9:40,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5157,12/28/2016,JKM,ICELAVA,9:19,1,1,,0,7,,6,,,,,,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,,TRUE
5158,12/28/2016,JKM,DISC,9:25,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,tide to bluffs,TRUE
5159,12/28/2016,JKM,ENDCOVE,9:28,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,tide to bluffs,TRUE
5160,11/29/2016,LAH,GEEK,10:08,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5161,11/29/2016,LAH,DEADBUG,10:04,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5162,11/29/2016,LAH,TEETER,10:02,0,0,0,0,1,0,0,,,0,0,0,FALSE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5163,11/29/2016,LAH,SHORTRIBS,10:00,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5164,11/29/2016,LAH,ELEPHGRAVE,9:55,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5165,11/29/2016,LAH,STIX,9:50,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,3,TRUE,TRUE,FALSE,,TRUE
5166,11/29/2016,LAH,JUGHEAD,9:47,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5167,11/29/2016,LAH,TRASH,9:45,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,2,TRUE,TRUE,FALSE,,TRUE
5168,11/29/2016,LAH,PICKUPSTIX,9:42,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,,TRUE
5169,11/29/2016,LAH,WISHBONE,9:40,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5170,11/29/2016,LAH,GROSS,9:35,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5171,11/29/2016,LAH,TURTLE,9:32,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,,TRUE
5172,11/29/2016,LAH,BOAT,9:30,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,,TRUE
5173,11/29/2016,LAH,NARROWS,9:10,1,1,0,0,7,0,6,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,,TRUE
5174,11/29/2016,LAH,COBBLE,9:05,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5175,11/29/2016,LAH,POCKET1,9:00,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,,TRUE
5176,11/29/2016,LAH,POCKET2,8:45,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,2,TRUE,TRUE,FALSE,,TRUE
5177,11/29/2016,LAH,PURISIMACOL,8:30,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,scanned,TRUE
5179,11/29/2016,JKM,WALL OPEN,8:55,,0,,0,7,,7,,,,,,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5180,11/29/2016,JKM,WALLBORDER,9:07,,0,,0,1,,,,,,,,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5181,11/29/2016,JKM,WILLOW,9:16,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5182,11/29/2016,JKM,CANON,9:18,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,,TRUE
5183,11/29/2016,JKM,BEACH FUZZ,9:27,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5184,11/29/2016,JKM,KNOT,9:29,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
5185,11/29/2016,JKM,LEG,9:32,0,0,0,0,0,0,0,,,0,0,0,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5186,11/29/2016,JKM,TP,9:33,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5187,11/29/2016,JKM,LOUNGE,9:35,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,2-3,TRUE,FALSE,FALSE,,TRUE
5188,11/29/2016,JKM,SPLITLOG,9:38,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
5189,11/29/2016,JKM,CIGAR,9:40,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
5190,11/29/2016,JKM,BOWL,9:43,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5191,11/29/2016,JKM,TIKI,9:46,3,3,,0,9,,12,,,,,,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5192,11/29/2016,JKM,TIP,9:55,3,3,,0,36,,39,,,,,,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
5193,11/29/2016,JKM,PILE,10:17,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,half block scoured,TRUE
5194,11/29/2016,JKM,FORK,10:22,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"beach gone, steep high bluffs",TRUE
5195,11/29/2016,JKM,TOTEM,10:25,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"beach mostly gone, steep bluffs",TRUE
5196,11/29/2016,JKM,BOJUM,10:27,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,beach opens again,TRUE
5197,11/29/2016,JKM,BUOY,10:31,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,1-2,TRUE,FALSE,FALSE,,TRUE
5198,11/29/2016,JKM,NSURFOPEN,10:34,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,0-1,TRUE,FALSE,FALSE,,TRUE
5199,11/29/2016,JKM,SSURFCLOSED,10:47,1,1,,0,8,,9,,,,,,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,,TRUE
5200,11/29/2016,JKM,SIGN,10:59,0,0,0,0,0,0,0,,,0,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,,TRUE
5201,11/29/2016,JKM,PAINT,11:01,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,scoured,TRUE
5202,11/29/2016,JKM,FORT,11:04,,0,,0,,,,,,,,,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,scoured,TRUE
5203,11/29/2016,JKM,PTRASH,11:07,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,scoured,TRUE
5204,11/29/2016,JKM,STOOL,11:10,,0,,0,,,,,,,,,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,,TRUE
