ID,Survey_week,Survey Date,Monitor Initials,Transect Block,Time,Coyote Tracks,Pig Tracks,Raccoon Tracks,Wrack,Seagrass,Wrack Assessed,Wrack Exclude
5009,6/2/2014,6/3/2014,RBB,BOAT,11:39,No,No,No,3,,,
5010,6/2/2014,6/3/2014,RBB,TURTLE,11:45,No,No,No,3,,,
5011,6/2/2014,6/3/2014,RBB,GROSS,11:50,No,No,No,3,,,
5012,6/2/2014,6/3/2014,RBB,WISHBONE,11:50,No,No,No,3,,,
5013,6/9/2014,6/9/2014,LAH,NSURFOPEN,8:15,Yes,No,No,3,,,
5014,6/9/2014,6/9/2014,LAH,BUOY,8:35,Yes,No,No,3,,,
5015,6/9/2014,6/9/2014,LAH,BOJUM,8:53,Yes,No,No,3,,,
5016,6/9/2014,6/9/2014,LAH,TOTEM,8:59,Yes,No,No,3,,,
5017,6/9/2014,6/9/2014,LAH,FORK,9:15,Yes,No,No,3,,,
5018,6/9/2014,6/9/2014,LAH,PILE,9:45,Yes,No,No,3,,,
5019,6/9/2014,6/9/2014,LAH,TIP,10:13,Yes,No,No,3,,,
5020,6/9/2014,6/9/2014,LAH,TIKI,10:50,Yes,No,No,3,,,
5021,6/9/2014,6/9/2014,LAH,BOWL,10:58,Yes,No,No,3,,,
5022,6/9/2014,6/9/2014,LAH,CIGAR,11:02,Yes,No,No,3,,,
5023,6/9/2014,6/9/2014,LAH,SPLITLOG,11:16,Yes,No,No,3,,,
5024,6/9/2014,6/9/2014,LAH,LOUNGE,11:33,Yes,No,No,3,,,
5025,6/9/2014,6/9/2014,LAH,TP,11:40,Yes,No,No,3,,,
5026,6/9/2014,6/9/2014,LAH,LEG,11:47,Yes,No,No,4,,,
5027,6/9/2014,6/9/2014,LAH,KNOT,11:50,Yes,No,No,4,,,
5028,6/9/2014,6/9/2014,LAH,BEACH FUZZ,12:04,Yes,No,No,3,,,
5029,6/9/2014,6/9/2014,LAH,CANON,12:15,Yes,No,No,3,,,
5030,6/9/2014,6/9/2014,LAH,WILLOW,12:26,Yes,No,No,2,,,
5031,6/9/2014,6/9/2014,LAH,WALLBORDER,12:36,Yes,No,No,2,,,
5032,6/9/2014,6/9/2014,LAH,WALL OPEN,12:42,Yes,No,No,2,,,
5033,6/9/2014,6/10/2014,JKM,DROOP,11:29,Yes,No,No,2,,,
5034,6/9/2014,6/10/2014,JKM,DRIFTWOOD,12:05,Yes,No,No,1,,,
5035,6/9/2014,6/10/2014,JKM,BORDER TRAIL,12:10,Yes,No,No,1,,,
5036,6/9/2014,6/10/2014,JKM,METEOR,12:14,Yes,No,No,1,,,
5037,6/9/2014,6/10/2014,JKM,STUMP,12:21,Yes,No,No,1,,,
5038,6/9/2014,6/10/2014,JKM,PEBBLE,12:25,Yes,No,No,1,,,
5039,6/9/2014,6/10/2014,JKM,SQUID,12:31,Yes,No,No,1,,,
5040,6/9/2014,6/10/2014,JKM,ELEPHANTSEAL,12:40,Yes,No,No,1,,,
5041,6/9/2014,6/10/2014,JKM,WITCH,12:44,Yes,No,No,2,,,
5042,6/9/2014,6/10/2014,JKM,CAMP,12:55,Yes,No,No,1,,,
5043,6/9/2014,6/10/2014,JKM,OBVIOUSLOG,13:04,Yes,No,No,1,,,
5044,6/9/2014,6/10/2014,JKM,4303BUOY,13:10,Yes,No,No,1,,,
5045,6/9/2014,6/10/2014,JKM,ROCKBLUE,13:15,No,No,No,1,,,
5046,6/9/2014,6/10/2014,JKM,FINGER,13:20,No,No,No,1,,,
5047,6/9/2014,6/10/2014,JKM,GRANDCANYON,13:22,No,No,No,1,,,
5048,6/9/2014,6/10/2014,JKM,AMPHITHEATRE,13:27,No,No,No,1,,,
5049,6/9/2014,6/10/2014,JKM,UTAH,13:32,No,No,No,1,,,
5050,6/9/2014,6/10/2014,JKM,ICELAVA,13:35,No,No,No,1,,,
5051,6/9/2014,6/10/2014,JKM,DISC,13:40,No,No,No,1,,,
5052,6/9/2014,6/10/2014,JKM,ENDCOVE,13:45,No,No,No,2,,,
5053,6/9/2014,6/10/2014,LAH,POCKET2,10:55,Yes,No,No,3,,,
5054,6/9/2014,6/10/2014,LAH,POCKET1,11:40,Yes,No,No,3,,,
5055,6/9/2014,6/10/2014,LAH,COBBLE,12:00,Yes,No,No,0,,,
5056,6/9/2014,6/10/2014,LAH,NARROWS,12:30,Yes,No,No,2,,,
5057,6/9/2014,6/10/2014,LAH,BOAT,12:56,Yes,No,No,2,,,
5058,6/9/2014,6/10/2014,LAH,TURTLE,13:18,Yes,No,No,2,,,
5059,6/9/2014,6/10/2014,LAH,GROSS,13:26,Yes,No,No,2,,,
5060,6/9/2014,6/10/2014,LAH,WISHBONE,13:46,Yes,No,No,2,,,
5061,6/9/2014,6/10/2014,LAH,PICKUPSTIX,13:58,Yes,No,No,2,,,
5062,6/9/2014,6/10/2014,LAH,TRASH,14:19,Yes,No,No,2,,,
5063,6/9/2014,6/10/2014,RBB,SHSEND,11:30,Yes,No,No,1,,,
5064,6/9/2014,6/10/2014,RBB,ARROWHEAD,11:35,Yes,No,No,1,,,
5065,6/9/2014,6/10/2014,RBB,L13BUOY,11:39,Yes,No,No,1,,,
5066,6/9/2014,6/10/2014,RBB,NICEPERCH,11:40,Yes,No,No,1,,,
5067,6/9/2014,6/10/2014,RBB,TOMBSTONE,11:45,Yes,No,No,1,,,
5068,6/9/2014,6/10/2014,RBB,TREX,11:48,Yes,No,No,1,,,
5069,6/9/2014,6/10/2014,RBB,GEEK,12:05,Yes,No,No,1,,,
5070,6/9/2014,6/10/2014,RBB,DEADBUG,12:10,Yes,No,No,2,,,
5071,6/9/2014,6/10/2014,RBB,TEETER,12:20,Yes,No,No,2,,,
5072,6/9/2014,6/10/2014,RBB,SHORTRIBS,12:25,No,No,No,2,,,
5073,6/9/2014,6/10/2014,RBB,ELEPHGRAVE,12:30,Yes,No,No,2,,,
5074,6/9/2014,6/10/2014,RBB,STIX,12:45,No,No,No,2,,,
5075,6/9/2014,6/10/2014,RBB,JUGHEAD,13:00,No,No,No,2,,,
5076,6/9/2014,6/11/2014,JKM,MINOPEN,11:00,Yes,No,No,1,,,
5077,6/9/2014,6/11/2014,JKM,MINBORDER,11:10,Yes,Yes,No,2,,,
5078,6/9/2014,6/11/2014,JKM,TUVU,11:23,Yes,No,No,1,,,
5079,6/9/2014,6/11/2014,JKM,ALLIGATOR,11:26,Yes,No,No,1,,,
5080,6/9/2014,6/11/2014,JKM,CHEST,11:29,Yes,No,No,1,,,
5081,6/9/2014,6/11/2014,JKM,ANCHOR,11:32,Yes,No,No,1,,,
5082,6/9/2014,6/11/2014,JKM,SHCREEK,11:40,Yes,No,No,1,,,
5083,6/9/2014,6/11/2014,JKM,NEEDLE,11:44,Yes,No,No,1,,,
5084,6/9/2014,6/11/2014,JKM,BOINGI,11:48,Yes,No,No,1,,,
5085,6/9/2014,6/11/2014,JKM,SCAFFOLDING,11:53,Yes,No,No,1,,,
5086,6/9/2014,6/11/2014,JKM,PIXIE,11:57,Yes,No,No,2,,,
5087,6/9/2014,6/11/2014,JKM,SEADRAGON,12:10,Yes,No,No,1,,,
5088,6/9/2014,6/11/2014,JKM,PILLOW,13:10,Yes,No,No,1,,,
5089,6/9/2014,6/11/2014,JKM,CLUB,13:16,Yes,Yes,No,1,,,
5090,6/9/2014,6/11/2014,JKM,HOOF,14:14,Yes,No,No,1,,,
5091,6/9/2014,6/11/2014,JKM,TIRE,14:34,Yes,No,No,1,,,
5092,6/9/2014,6/11/2014,JKM,THIRSTY,15:00,Yes,No,No,1,,,
5093,6/9/2014,6/11/2014,JKM,BOB,15:05,Yes,No,No,1,,,
5094,6/9/2014,6/11/2014,JKM,ROLLINGROCK,15:13,Yes,No,No,1,,,
5095,6/9/2014,6/11/2014,JKM,SHSSTART,15:18,Yes,No,No,1,,,
5096,6/9/2014,6/11/2014,JKM,RAINBOWSPIN,15:24,Yes,No,No,1,,,
5097,6/9/2014,6/11/2014,JKM,BUOYFARM,15:34,Yes,No,No,2,,,
5098,6/9/2014,6/11/2014,JKM,RUPAUL,15:50,Yes,No,No,1,,,
5099,6/9/2014,6/11/2014,JKM,MINIDUMP,16:00,Yes,No,No,1,,,
5100,6/9/2014,6/11/2014,JKM,OJ,16:20,Yes,No,No,1,,,
5101,6/9/2014,6/11/2014,JKM,BOTTLEBUOY,16:30,Yes,No,No,1,,,
5102,6/9/2014,6/11/2014,JKM,MOLE,16:37,Yes,No,No,1,,,
5103,6/9/2014,6/11/2014,JKM,BOTTLELOG,17:00,Yes,No,No,1,,,
5104,6/9/2014,6/11/2014,JKM,TRILOG,17:07,Yes,No,No,1,,,
5105,6/9/2014,6/12/2014,JKM,STOOL,9:40,Yes,No,No,1,,,
5106,6/9/2014,6/12/2014,JKM,PTRASH,10:06,Yes,No,No,1,,,
5107,6/9/2014,6/12/2014,JKM,FORT,10:30,Yes,No,No,1,,,
5108,6/9/2014,6/12/2014,JKM,PAINT,10:45,Yes,No,No,1,,,
5109,6/9/2014,6/12/2014,JKM,SIGN,10:49,Yes,No,No,2,,,
5110,6/9/2014,6/12/2014,JKM,SSURFCLOSED,10:58,Yes,No,No,1,,,
5111,6/16/2014,6/17/2014,JKM,DRIFTWOOD,8:30,Yes,No,No,1,,,
5112,6/16/2014,6/17/2014,JKM,DROOP,8:40,Yes,No,No,1,,,
5113,6/16/2014,6/17/2014,JKM,STOOL,8:48,Yes,No,No,1,,,
5114,6/16/2014,6/17/2014,JKM,PTRASH,8:55,Yes,No,No,1,,,
5115,6/16/2014,6/17/2014,JKM,FORT,9:02,Yes,No,No,1,,,
5116,6/16/2014,6/17/2014,JKM,PAINT,9:17,Yes,No,No,1,,,
5117,6/16/2014,6/17/2014,JKM,SIGN,9:20,Yes,No,No,2,,,
5118,6/16/2014,6/17/2014,JKM,SSURFCLOSED,9:30,Yes,No,No,2,,,
5119,6/16/2014,6/17/2014,JKM,NSURFOPEN,9:45,Yes,No,No,2,,,
5120,6/16/2014,6/17/2014,JKM,BUOY,10:30,Yes,No,No,1,,,
5121,6/16/2014,6/17/2014,JKM,BOJUM,10:51,Yes,No,No,1,,,
5122,6/16/2014,6/17/2014,JKM,TOTEM,10:59,Yes,No,No,2,,,
5123,6/16/2014,6/17/2014,JKM,FORK,11:04,Yes,No,No,2,,,
5124,6/16/2014,6/17/2014,JKM,PILE,11:08,Yes,No,No,3,,,
5125,6/16/2014,6/17/2014,JKM,TIP,11:22,Yes,No,No,2,,,
5126,6/16/2014,6/17/2014,LAH,ENDCOVE,8:35,Yes,No,No,3,,,
5127,6/16/2014,6/17/2014,LAH,DISC,8:40,Yes,No,No,2,,,
5128,6/16/2014,6/17/2014,LAH,ICELAVA,8:49,Yes,No,No,2,,,
5129,6/16/2014,6/17/2014,LAH,UTAH,9:10,Yes,No,No,2,,,
5130,6/16/2014,6/17/2014,LAH,AMPHITHEATRE,9:16,Yes,No,No,3,,,
5131,6/16/2014,6/17/2014,LAH,GRANDCANYON,9:25,Yes,No,No,2,,,
5132,6/16/2014,6/17/2014,LAH,FINGER,9:33,Yes,No,No,2,,,
5133,6/16/2014,6/17/2014,LAH,ROCKBLUE,9:39,Yes,No,No,2,,,
5134,6/16/2014,6/17/2014,LAH,4303BUOY,9:45,Yes,No,No,3,,,
5135,6/16/2014,6/17/2014,LAH,OBVIOUSLOG,9:55,Yes,No,No,2,,,
5136,6/16/2014,6/17/2014,LAH,CAMP,10:05,Yes,No,No,2,,,
5137,6/16/2014,6/17/2014,LAH,WITCH,10:10,Yes,No,No,3,,,
5138,6/16/2014,6/17/2014,LAH,ELEPHANTSEAL,10:29,Yes,No,No,3,,,
5139,6/16/2014,6/17/2014,LAH,SQUID,10:50,Yes,No,No,2,,,
5140,6/16/2014,6/17/2014,LAH,PEBBLE,11:06,Yes,No,No,2,,,
5141,6/16/2014,6/17/2014,LAH,STUMP,11:16,Yes,No,No,2,,,
5142,6/16/2014,6/17/2014,LAH,METEOR,11:17,Yes,No,No,2,,,
5143,6/16/2014,6/17/2014,LAH,BORDER TRAIL,11:20,Yes,No,No,2,,,
5144,6/16/2014,6/17/2014,RBB,WALL OPEN,12:00,No,No,No,3,,,
5145,6/16/2014,6/17/2014,RBB,WALLBORDER,12:15,No,No,No,3,,,
5146,6/16/2014,6/17/2014,RBB,WILLOW,12:25,No,No,No,3,,,
5147,6/16/2014,6/17/2014,RBB,CANON,13:00,No,No,No,3,,,
5148,6/16/2014,6/17/2014,RBB,BEACH FUZZ,13:30,No,No,No,3,,,
5149,6/16/2014,6/17/2014,RBB,KNOT,13:35,No,No,No,3,,,
5150,6/16/2014,6/17/2014,RBB,LEG,13:45,No,No,No,3,,,
5151,6/16/2014,6/17/2014,RBB,TP,13:50,No,No,No,3,,,
5152,6/16/2014,6/17/2014,RBB,LOUNGE,13:55,No,No,No,3,,,
5153,6/16/2014,6/17/2014,RBB,SPLITLOG,14:00,No,No,No,3,,,
5154,6/16/2014,6/17/2014,RBB,CIGAR,14:30,No,No,No,3,,,
5155,6/16/2014,6/17/2014,RBB,BOWL,14:45,No,No,No,3,,,
5156,6/16/2014,6/17/2014,RBB,TIKI,15:00,No,No,No,3,,,
5157,6/16/2014,6/18/2014,LAH,PICKUPSTIX,9:00,Yes,No,No,2,,,
5158,6/16/2014,6/18/2014,LAH,TRASH,9:08,Yes,No,No,2,,,
5159,6/16/2014,6/18/2014,LAH,JUGHEAD,9:32,Yes,No,No,2,,,
5160,6/16/2014,6/18/2014,LAH,STIX,9:40,Yes,No,No,1,,,
5161,6/16/2014,6/18/2014,LAH,ELEPHGRAVE,10:00,Yes,No,No,1,,,
5162,6/16/2014,6/18/2014,LAH,SHORTRIBS,10:26,Yes,No,No,1,,,
5163,6/16/2014,6/18/2014,LAH,TEETER,10:35,Yes,No,No,2,,,
5164,6/16/2014,6/18/2014,LAH,DEADBUG,10:39,Yes,No,No,2,,,
5165,6/16/2014,6/18/2014,LAH,GEEK,10:51,Yes,No,No,2,,,
5166,6/16/2014,6/18/2014,LAH,TREX,11:00,Yes,No,No,1,,,
5167,6/16/2014,6/18/2014,LAH,TOMBSTONE,11:08,Yes,No,Yes,1,,,
5168,6/16/2014,6/18/2014,LAH,NICEPERCH,11:18,Yes,No,No,1,,,
5169,6/16/2014,6/18/2014,LAH,L13BUOY,11:25,Yes,No,No,1,,,
5170,6/16/2014,6/18/2014,LAH,ARROWHEAD,11:39,Yes,No,No,1,,,
5171,6/16/2014,6/18/2014,LAH,SHSEND,11:44,Yes,No,No,1,,,
5172,6/16/2014,6/19/2014,LAH,MINOPEN,7:50,Yes,No,No,1,,,
5173,6/16/2014,6/19/2014,LAH,MINBORDER,7:55,Yes,No,No,1,,,
5174,6/16/2014,6/19/2014,LAH,TUVU,8:07,Yes,No,No,1,,,
5175,6/16/2014,6/19/2014,LAH,ALLIGATOR,8:10,Yes,No,No,2,,,
5176,6/16/2014,6/19/2014,LAH,CHEST,8:13,Yes,No,No,2,,,
5177,6/16/2014,6/19/2014,LAH,ANCHOR,8:17,Yes,No,No,2,,,
5178,6/16/2014,6/19/2014,LAH,SHCREEK,8:22,Yes,No,No,2,,,
5179,6/16/2014,6/19/2014,LAH,NEEDLE,8:25,Yes,No,No,2,,,
5180,6/16/2014,6/19/2014,LAH,BOINGI,8:28,Yes,No,No,2,,,
5181,6/16/2014,6/19/2014,LAH,SCAFFOLDING,8:32,Yes,No,No,1,,,
5182,6/16/2014,6/19/2014,LAH,PIXIE,8:36,Yes,No,No,2,,,
5183,6/16/2014,6/19/2014,LAH,SEADRAGON,8:42,Yes,No,No,1,,,
5184,6/16/2014,6/19/2014,LAH,PILLOW,8:51,Yes,No,No,2,,,
5185,6/16/2014,6/19/2014,LAH,CLUB,8:55,Yes,No,No,2,,,
5186,6/16/2014,6/19/2014,LAH,HOOF,9:09,Yes,No,No,3,,,
5187,6/16/2014,6/19/2014,LAH,TIRE,9:22,Yes,No,No,2,,,
5188,6/16/2014,6/19/2014,LAH,THIRSTY,9:39,Yes,No,No,2,,,
5189,6/16/2014,6/19/2014,LAH,BOB,9:59,Yes,No,No,2,,,
5190,6/16/2014,6/19/2014,LAH,ROLLINGROCK,10:04,Yes,No,No,2,,,
5191,6/16/2014,6/19/2014,LAH,SHSSTART,10:10,Yes,No,No,1,,,
5192,6/16/2014,6/19/2014,LAH,RAINBOWSPIN,10:19,Yes,No,No,2,,,
5193,6/16/2014,6/19/2014,LAH,BUOYFARM,10:29,Yes,No,No,2,,,
5194,6/16/2014,6/19/2014,LAH,RUPAUL,10:40,Yes,No,No,1,,,
5195,6/16/2014,6/19/2014,LAH,MINIDUMP,10:48,Yes,No,No,1,,,
5196,6/16/2014,6/19/2014,LAH,OJ,10:53,Yes,No,No,1,,,
5197,6/16/2014,6/19/2014,LAH,BOTTLEBUOY,11:04,Yes,No,No,1,,,
5198,6/16/2014,6/19/2014,LAH,MOLE,11:32,Yes,No,No,2,,,
5199,6/16/2014,6/19/2014,LAH,BOTTLELOG,11:48,Yes,No,No,1,,,
5200,6/16/2014,6/19/2014,LAH,TRILOG,12:03,Yes,No,No,1,,,
5201,6/16/2014,6/20/2014,LAH,PURISIMACOL,8:00,No,No,No,-9,FALSE,No,Yes
5202,6/16/2014,6/20/2014,LAH,POCKET2,9:30,Yes,Yes,No,2,,,
5203,6/16/2014,6/20/2014,LAH,POCKET1,10:10,Yes,No,No,2,,,
5204,6/16/2014,6/20/2014,LAH,COBBLE,10:32,Yes,No,No,1,,,
5205,6/16/2014,6/20/2014,LAH,NARROWS,10:45,Yes,No,No,1,,,
5206,6/16/2014,6/20/2014,LAH,BOAT,11:10,Yes,No,No,1,,,
5207,6/16/2014,6/20/2014,LAH,TURTLE,11:35,Yes,No,No,1,,,
5208,6/16/2014,6/20/2014,LAH,GROSS,11:43,Yes,No,No,2,,,
5209,6/16/2014,6/20/2014,LAH,WISHBONE,11:51,Yes,No,No,1,,,
5210,6/23/2014,6/24/2014,JKM,POCKET2,9:00,Yes,No,No,3.5,,,
5211,6/23/2014,6/24/2014,JKM,POCKET1,9:45,Yes,No,No,3,,,
5212,6/23/2014,6/24/2014,JKM,COBBLE,10:00,Yes,No,No,1,,,
5213,6/23/2014,6/24/2014,JKM,NARROWS,11:09,Yes,No,No,1,,,
5214,6/23/2014,6/24/2014,JKM,BOAT,11:54,Yes,No,No,1,,,
5215,6/23/2014,6/24/2014,JKM,TURTLE,12:15,Yes,No,No,1,,,
5216,6/23/2014,6/24/2014,JKM,GROSS,12:24,Yes,No,No,1,,,
5217,6/23/2014,6/24/2014,JKM,WISHBONE,12:32,Yes,No,No,1,,,
5218,6/23/2014,6/24/2014,JKM,PICKUPSTIX,13:14,Yes,No,No,1,,,
5219,6/23/2014,6/24/2014,JKM,TRASH,13:45,Yes,No,No,1,,,
5220,6/23/2014,6/24/2014,JKM,JUGHEAD,13:54,Yes,No,No,0.5,,,
5221,6/23/2014,6/24/2014,JKM,STIX,14:13,Yes,No,No,1,,,
5222,6/23/2014,6/24/2014,LAH,MINOPEN,9:38,Yes,No,No,1,,,
5223,6/23/2014,6/24/2014,LAH,MINBORDER,9:40,Yes,No,No,1,,,
5224,6/23/2014,6/24/2014,LAH,TUVU,9:54,Yes,No,No,1,,,
5225,6/23/2014,6/24/2014,LAH,ALLIGATOR,9:56,Yes,No,No,2,,,
5226,6/23/2014,6/24/2014,LAH,CHEST,9:59,Yes,No,No,2,,,
5227,6/23/2014,6/24/2014,LAH,ANCHOR,10:03,Yes,No,No,2,,,
5228,6/23/2014,6/24/2014,LAH,SHCREEK,10:06,Yes,No,No,2,,,
5229,6/23/2014,6/24/2014,LAH,NEEDLE,10:13,Yes,No,No,2,,,
5230,6/23/2014,6/24/2014,LAH,BOINGI,10:18,Yes,No,No,2,,,
5231,6/23/2014,6/24/2014,LAH,SCAFFOLDING,10:22,Yes,No,No,2,,,
5232,6/23/2014,6/24/2014,LAH,PIXIE,10:30,Yes,No,No,2,,,
5233,6/23/2014,6/24/2014,LAH,SEADRAGON,10:50,Yes,No,No,2,,,
5234,6/23/2014,6/24/2014,LAH,PILLOW,10:54,Yes,No,No,2,,,
5235,6/23/2014,6/24/2014,LAH,CLUB,10:57,Yes,No,No,2,,,
5236,6/23/2014,6/24/2014,LAH,HOOF,11:03,Yes,No,No,1,,,
5237,6/23/2014,6/24/2014,LAH,TIRE,11:17,Yes,No,No,2,,,
5238,6/23/2014,6/24/2014,LAH,THIRSTY,11:36,Yes,No,No,3,,,
5239,6/23/2014,6/24/2014,LAH,BOB,11:42,Yes,No,No,2,,,
5240,6/23/2014,6/24/2014,LAH,ROLLINGROCK,11:51,Yes,No,No,2,,,
5241,6/23/2014,6/24/2014,LAH,SHSSTART,11:57,Yes,No,No,2,,,
5242,6/23/2014,6/24/2014,LAH,RAINBOWSPIN,12:03,Yes,No,No,2,,,
5243,6/23/2014,6/24/2014,LAH,RUPAUL,12:18,Yes,No,No,1,,,
5244,6/23/2014,6/24/2014,LAH,MINIDUMP,12:22,Yes,No,No,2,,,
5245,6/23/2014,6/24/2014,LAH,OJ,12:29,Yes,No,No,1,,,
5246,6/23/2014,6/24/2014,LAH,BOTTLEBUOY,12:34,Yes,No,No,1,,,
5247,6/23/2014,6/24/2014,LAH,MOLE,12:43,Yes,No,No,1,,,
5248,6/23/2014,6/24/2014,LAH,BOTTLELOG,12:49,Yes,No,No,1,,,
5249,6/23/2014,6/24/2014,LAH,TRILOG,13:05,Yes,No,No,1,,,
5250,6/23/2014,6/24/2014,LAH,BUOYFARM,13:10,Yes,No,No,2,,,
5251,6/23/2014,6/26/2014,JKM,NSURFOPEN,8:40,Yes,No,No,3.5,,,
5252,6/23/2014,6/26/2014,JKM,BUOY,9:26,Yes,No,No,2,,,
5253,6/23/2014,6/26/2014,JKM,BOJUM,9:46,Yes,No,No,2,,,
5254,6/23/2014,6/26/2014,JKM,TOTEM,10:03,Yes,No,No,2,,,
5255,6/23/2014,6/26/2014,JKM,FORK,10:20,Yes,No,No,2,,,
5256,6/23/2014,6/26/2014,JKM,PILE,10:23,Yes,No,No,2,,,
5257,6/23/2014,6/26/2014,JKM,TIP,10:38,Yes,No,No,3,,,
5258,6/23/2014,6/26/2014,JKM,TIKI,10:45,Yes,No,No,4,,,
5259,6/23/2014,6/26/2014,JKM,BOWL,11:20,Yes,No,No,4,,,
5260,6/23/2014,6/26/2014,JKM,CIGAR,11:28,Yes,No,No,3.5,,,
5261,6/23/2014,6/26/2014,JKM,SPLITLOG,11:32,Yes,No,No,2,,,
5262,6/23/2014,6/26/2014,LAH,ENDCOVE,7:40,Yes,No,No,2,,,
5263,6/23/2014,6/26/2014,LAH,DISC,7:43,Yes,No,No,2,,,
5264,6/23/2014,6/26/2014,LAH,ICELAVA,7:48,Yes,No,No,2,,,
5265,6/23/2014,6/26/2014,LAH,UTAH,7:57,Yes,No,No,2,,,
5266,6/23/2014,6/26/2014,LAH,AMPHITHEATRE,8:03,Yes,No,No,2,,,
5267,6/23/2014,6/26/2014,LAH,GRANDCANYON,8:14,Yes,No,No,2,,,
5268,6/23/2014,6/26/2014,LAH,FINGER,8:27,Yes,No,No,2,,,
5269,6/23/2014,6/26/2014,LAH,ROCKBLUE,8:30,Yes,No,No,3,,,
5270,6/23/2014,6/26/2014,LAH,4303BUOY,8:38,Yes,No,No,3,,,
5271,6/23/2014,6/26/2014,LAH,OBVIOUSLOG,8:49,Yes,No,No,2,,,
5272,6/23/2014,6/26/2014,LAH,CAMP,9:00,Yes,No,No,2,,,
5273,6/23/2014,6/26/2014,LAH,WITCH,9:11,Yes,No,No,3,,,
5274,6/23/2014,6/26/2014,LAH,ELEPHANTSEAL,9:18,Yes,No,No,3,,,
5275,6/23/2014,6/26/2014,LAH,SQUID,9:27,Yes,No,No,3,,,
5276,6/23/2014,6/26/2014,LAH,PEBBLE,9:35,Yes,No,No,3,,,
5277,6/23/2014,6/26/2014,LAH,STUMP,9:55,Yes,No,No,3,,,
5278,6/23/2014,6/26/2014,LAH,METEOR,9:59,Yes,No,No,2,,,
5279,6/23/2014,6/26/2014,LAH,BORDER TRAIL,10:05,Yes,No,No,3,,,
5280,6/23/2014,6/26/2014,LAH,DRIFTWOOD,10:07,Yes,No,No,3,,,
5281,6/23/2014,6/26/2014,LAH,DROOP,10:23,Yes,No,No,3,,,
5282,6/23/2014,6/26/2014,LAH,STOOL,10:37,Yes,No,No,3,,,
5283,6/23/2014,6/26/2014,LAH,PTRASH,10:42,Yes,No,No,3,,,
5284,6/23/2014,6/26/2014,LAH,FORT,10:53,Yes,No,No,3,,,
5285,6/23/2014,6/26/2014,LAH,PAINT,11:11,Yes,No,No,3,,,
5286,6/23/2014,6/26/2014,LAH,SIGN,11:18,Yes,No,No,3,,,
5287,6/23/2014,6/26/2014,LAH,SSURFCLOSED,11:26,Yes,No,No,3,,,
5288,7/7/2014,7/8/2014,RBB,WALL OPEN,12:30,No,No,No,3,,,
5289,7/7/2014,7/8/2014,RBB,WALLBORDER,12:35,No,No,No,3,,,
5290,7/7/2014,7/8/2014,RBB,WILLOW,12:49,No,No,No,3,,,
5291,7/7/2014,7/8/2014,RBB,CANON,12:55,No,No,No,3,,,
5292,7/7/2014,7/8/2014,RBB,BEACH FUZZ,12:59,No,No,No,3,,,
5293,7/7/2014,7/8/2014,RBB,KNOT,13:15,No,No,No,3,,,
5294,7/7/2014,7/8/2014,RBB,LEG,13:25,No,No,No,3,,,
5295,7/7/2014,7/8/2014,RBB,TP,13:35,No,No,No,3,,,
5296,7/7/2014,7/8/2014,RBB,LOUNGE,13:40,No,No,No,4,,,
5297,7/7/2014,7/8/2014,RBB,SPLITLOG,13:46,No,No,No,4,,,
5298,7/7/2014,7/8/2014,RBB,CIGAR,13:55,No,No,No,4,,,
5299,7/7/2014,7/8/2014,RBB,BOWL,14:10,No,No,No,4,,,
5300,7/7/2014,7/8/2014,RBB,TIKI,14:15,No,No,No,4,,,
5301,7/7/2014,7/9/2014,JKM,POCKET2,8:55,Yes,No,No,4,,,
5302,7/7/2014,7/9/2014,JKM,POCKET1,9:30,Yes,No,No,2,,,
5303,7/7/2014,7/9/2014,JKM,COBBLE,9:42,Yes,No,No,1,,,
5304,7/7/2014,7/9/2014,JKM,NARROWS,10:40,Yes,No,No,1,,,
5305,7/7/2014,7/9/2014,JKM,BOAT,11:42,Yes,No,No,1,,,
5306,7/7/2014,7/9/2014,JKM,TURTLE,11:55,Yes,No,No,1,,,
5307,7/7/2014,7/9/2014,JKM,GROSS,12:02,Yes,No,No,1,,,
5308,7/7/2014,7/9/2014,JKM,WISHBONE,12:24,Yes,No,No,1,,,
5309,7/7/2014,7/9/2014,LAH,MINOPEN,9:23,Yes,No,No,3,,,
5310,7/7/2014,7/9/2014,LAH,MINBORDER,9:33,Yes,No,No,3,,,
5311,7/7/2014,7/9/2014,LAH,TUVU,9:47,Yes,No,No,3,,,
5312,7/7/2014,7/9/2014,LAH,ALLIGATOR,9:49,Yes,No,No,3,,,
5313,7/7/2014,7/9/2014,LAH,CHEST,9:51,Yes,No,No,3,,,
5314,7/7/2014,7/9/2014,LAH,ANCHOR,9:56,Yes,No,No,2,,,
5315,7/7/2014,7/9/2014,LAH,SHCREEK,10:07,Yes,No,No,2,,,
5316,7/7/2014,7/9/2014,LAH,NEEDLE,10:16,Yes,No,No,2,,,
5317,7/7/2014,7/9/2014,LAH,BOINGI,10:19,Yes,No,No,2,,,
5318,7/7/2014,7/9/2014,LAH,SCAFFOLDING,10:23,Yes,No,No,2,,,
5319,7/7/2014,7/9/2014,LAH,PIXIE,10:31,Yes,No,No,2,,,
5320,7/7/2014,7/9/2014,LAH,SEADRAGON,10:38,Yes,No,No,2,,,
5321,7/7/2014,7/9/2014,LAH,PILLOW,10:42,Yes,No,No,2,,,
